Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
15,A,unknown person stol caut bar clear main ent,Falls Church,VA,22046,38.887229,-77.178126,
7,A,unknown person cut fent rear est,Falls Church,VA,22046,38.886745,-77.165275,
15,A,unknown person stol bottl bacard limon est,Falls Church,VA,22046,38.8789398,-77.1717245,
9,B,dui refus,Falls Church,VA,22042,38.873837,-77.158478,
9,B,dui refus contribut delinqu min,Falls Church,VA,22044,38.870266,-77.153885,
1,B,unknown person assault victim insid est the victim suff min injury right ey nos lip the victim refus med at,Falls Church,VA,22044-3302,38.872986,-77.15319,
11,B,drunk publ,Falls Church,VA,22044,38.870266,-77.153885,
1,B,unknown person spraypainted graffit east sid door est,Falls Church,VA,22046,38.8804678,-77.1712841,
11,B,drunk publ,Falls Church,VA,22044,38.8730235,-77.1529318,
7,A,am unknown person brok window flo est,Falls Church,VA,,38.901097,-77.168238,
9,B,dui,Falls Church,VA,22046,38.8796719,-77.1765672,
11,B,dip,Falls Church,VA,22046,38.888399,-77.179959,
10,A,possess marijuan driv suspend stop sign viol,Falls Church,VA,22046,38.8813011,-77.1730889,
10,A,inh drug,Falls Church,VA,22042,38.873837,-77.158478,
9,B,dui,Falls Church,VA,22046,38.885532,-77.175781,
9,B,dui,Falls Church,VA,,38.87343,-77.1513,
11,B,pol arrest jason,Falls Church,VA,22046,38.881532,-77.170755,
1,B,vienn va dip fraud blk chanel ter janu janu unknown person stol victim credit card numb charg tot card,Falls Church,VA,,38.88549,-77.173624,
15,A,unknown person ent unlock off door stol brown leath jacket coat rack loc next door,Falls Church,VA,22046,38.885047,-77.1664125,
15,A,unknown person stol front licens plat tan volksw van,Falls Church,VA,22046,38.879225,-77.172922,
15,A,unknown person stol alumin lad valu resid,Falls Church,VA,22046,38.892271,-77.171598,
1,B,driv without valid op licens,Falls Church,VA,22046,38.8822226,-77.1711974,
15,A,shoplift two pack men rogain,Falls Church,VA,22046,38.891035,-77.185451,
1,B,unknown person struck burgundy toyot yar,Falls Church,VA,22046,38.8790317,-77.1825006,
1,B,unknown person grab victim arm victim tri ent restroom the victim suff vis injury incid report janu,Falls Church,VA,22044,38.8729411,-77.1531475,
11,B,drunk publ,Falls Church,VA,22046,38.8924878,-77.190549,
7,A,unknown person dam cat hous loc rear property,Falls Church,VA,22046,38.888399,-77.179959,
1,B,reckless driv,Falls Church,VA,22046,38.885496,-77.169913,
11,B,drunk publ,Falls Church,VA,22046,38.8892115,-77.1819387,
15,A,unknown person ent est stol kodak easy shar print dock valu,Falls Church,VA,22046,38.8925189,-77.1869768,
1,B,driv suspend not law enforc off,Falls Church,VA,22046,38.8892115,-77.1819387,
1,B,act war montgomery county mdprobation viol,Falls Church,VA,22044,38.873995,-77.153827,
15,A,petty larceny,Falls Church,VA,22046,38.8862647,-77.1775304,2008-1-1
1,B,broad st janu,Falls Church,VA,,38.88549,-77.173624,
1,B,unknown person attempt rip mold around front windshield vehic,Falls Church,VA,22046,38.881471,-77.177583,2008-1-1
1,B,unknown person push employ employ would pass subject vehic virgin stat inspect,Falls Church,VA,22044,38.873712,-77.151895,2008-1-1
15,A,ste shirt tot,Falls Church,VA,22042,38.873837,-77.158478,2008-1-1
9,B,dui,Falls Church,VA,22046,38.8831264,-77.1726168,2008-1-1
1,B,unknown person us victim inform op credit card the bal credit card,Falls Church,VA,22046,38.8863051,-77.1841211,2008-1-2
15,A,am unknown person stol vehic engin est,Falls Church,VA,22046,38.879225,-77.172922,2008-1-1
15,A,unknown person pump wor unlead gasolin drov without pay,Falls Church,VA,22046,38.890876,-77.183989,2008-1-2
1,B,wip baby cloth larceny vehic anthony resta broad st febru pm pm unknown person brok front passeng window vehic stol purs contain coach wallet leath glov makeup va licens credit card debit card incid cas suspect us victim credit card west street,Falls Church,VA,,38.88549,-77.173624,
17,A,unknown person stol hond accord rear park lot est incid cas vehic recov print william county pol,Falls Church,VA,22044-3302,38.872986,-77.15319,2008-1-2
1,B,wilson blvd febru am pol arrest thanh huynh appleg ct annand va gambl,Falls Church,VA,22043,38.89184,-77.207791,
1,B,gambl,Falls Church,VA,22044,38.8730098,-77.1529677,2008-1-3
1,B,unknown person spraypainted graffit extery wal,Falls Church,VA,22046,38.87801,-77.171038,2008-1-4
1,B,pm unknown person us victim inform mak purchas est,Falls Church,VA,22046,38.892914,-77.18901,2008-1-1
1,B,unknown person spraypainted graffit build loc west end plaz,Falls Church,VA,22046,38.8914,-77.184398,2008-1-4
1,B,unknown person struck driv sid bump blu isuzu,Falls Church,VA,22042,38.8746388,-77.1613216,
15,A,unknown person stol black purs contain green wallet verizon cel phon credit card va driv licens cash shop cart,Falls Church,VA,22046,38.894902,-77.188648,
11,B,drunk publ,Falls Church,VA,22046,38.8892115,-77.1819387,
15,A,unknown person ent est stol num piec cloth incid cas getaway vehic us report stol fairfax county fairfax pol recov vehic,Falls Church,VA,22042,38.873837,-77.158478,
23,B,disord conduc,Falls Church,VA,22046,38.8938842,-77.1893098,2007-1-1
7,A,unknown person cut chain link fent left front corn property,Falls Church,VA,22046,38.897434,-77.180387,
1,B,unknown person struck rear driv sid bump beig hond odyssey,Falls Church,VA,22046,38.8830702,-77.1699579,2007-1-2
7,A,am unknown person dam wal insid est,Falls Church,VA,22046,38.880762,-77.174749,2007-1-2
15,A,ste black leath polo wallet est,Falls Church,VA,22042,38.873837,-77.158478,2007-1-3
15,A,unknown person ent est stol bottl robitussin the subject confront employ ask subject empty pocket the item return subject left without incid cas investig,Falls Church,VA,22046,38.8934796,-77.1884485,2007-1-4
1,B,driv without op licens ins reg inspect tax dec,Falls Church,VA,22046,38.881,-77.159414,2007-1-4
9,B,dui refus driv suspend,Falls Church,VA,22046,38.87881,-77.155154,2007-1-4
1,B,pol arrest stanley,Falls Church,VA,22042,38.873837,-77.158478,2008-1-6
1,B,silv spring md dip kidnappingabduc blk hillwood av febru pm pol arrest david foltz jr lew pl fal church va fairfax county pol conduc surveil wit mr foltz grab fem victim behind drag bush mr foltz arrest charg kidnappingabduc investig continu,Falls Church,VA,22042,38.860133,-77.19124,2008-1-5
1,B,possess marijuan int distribut incid arrest print william county pol arrest assocy mr cadim want print william county homicid,Falls Church,VA,22046,38.885835,-77.177473,2008-1-7
1,B,febru,Falls Church,VA,22044,38.8730098,-77.1529677,2008-1-5
1,B,stafford st arlington va outstand war stat pol incid arrest pol recov sev credit card mr les possess didnt belong him drunk blk park av febru am pol arrest phillip,Falls Church,VA,22043,38.893557,-77.192248,2008-1-5
1,B,dip drugnarcot viol stat the washington st febru pm pol arrest jon byroad randolph st arlington va jacuelin robeson ii randolph st arlington va er selwyn st arlington va possess marijuan unlaw entry st joseph nursery kindergart spring st person ent est afterho front door stol sev piec teach mat,Falls Church,VA,,38.88549,-77.173624,2008-1-5
15,A,am unknown person ent construct sit stol cop pip tot,Falls Church,VA,22046,38.885532,-77.175781,2008-1-5
1,B,striking victim back neck clos fist,Falls Church,VA,22046,38.886954,-77.1658029,2008-1-8
11,B,dip,Falls Church,VA,22046,38.8914613,-77.1838347,2008-1-8
11,B,dip,Falls Church,VA,22046,38.881532,-77.170755,2008-1-9
11,B,dip possess fals id,Falls Church,VA,22046,38.8829199,-77.1720412,2007-1-8
1,B,unknown person claim cloth import ita approach victim buy arman cloth item the victim met subject bank park lot gav subject exchang on suit three jacket upon inspect item victim real item purchas fak the subject describ wm year ag height lbs short black wavy hair ol complect skin,Falls Church,VA,22046,38.8849184,-77.1664709,2007-1-8
1,B,pol recov stol whit mitsubish montero fairfax county janu,Falls Church,VA,22046,38.8794665,-77.1895112,2007-1-9
7,A,unknown person wrot graffit boy bathroom wal mir sci wing,Falls Church,VA,22043,38.898127,-77.193248,2007-1-9
1,B,driv suspend,Falls Church,VA,22044,38.876553,-77.152499,2007-1-9
1,B,unknown person struck rear bump green niss pathfind,Falls Church,VA,,38.87343,-77.1513,2007-1-10
17,A,unknown person stol goldsilv chevrolet suburb park lot larceny nat wholes liquid wilson blvd febru pm pm unknown person stol purs contain cash credit card passport,Falls Church,VA,22046,38.881532,-77.170755,2007-1-10
1,B,driv suspend,Falls Church,VA,22046,38.8789741,-77.1660407,2007-1-10
15,A,unknown person stol victim wallet contain cash credit card purs,Falls Church,VA,22046,38.894902,-77.188648,2008-1-12
11,B,dip,Falls Church,VA,22046,38.8774467,-77.168099,2008-1-12
1,B,unknown person wrot graffit rear door est,Falls Church,VA,,38.87343,-77.1513,2008-1-13
1,B,unknown person wrot graffit park sign playground equip,Falls Church,VA,22046,38.892206,-77.183705,2008-1-14
1,B,lin spid wat ampl lin flex ton ampl yamah channel mix speak cabinet contain woof speak cabinet contain woof drum throne hih stand shur microphon bag xlr guit cabl cymb stand milwauk circul saw larceny shoplift cvs broad st febru pm pol arrest alis tedesco lee hwy fal church va petit larceny,Falls Church,VA,,38.885509,-77.173607,2008-1-12
10,A,duid driv und influ drug possess marijuan driv suspend,Falls Church,VA,22046,38.876923,-77.162781,2008-1-15
9,B,dui,Falls Church,VA,22046,38.8892115,-77.1819387,2008-1-15
15,A,unknown person brok driv sid window vehic stol ipod,Falls Church,VA,22046,38.883334,-77.192785,2008-1-16
11,B,dip,Alexandria,VA,22314,38.806483,-77.046868,2008-1-17
1,B,unknown person phys assault victim the victim ind,Falls Church,VA,,38.87343,-77.1513,2008-1-17
11,B,dip,Falls Church,VA,22044,38.8730235,-77.1529318,2008-1-17
11,B,dip,Falls Church,VA,22044,38.8730235,-77.1529318,2008-1-17
11,B,dip,Falls Church,VA,22044,38.8729685,-77.1530756,2008-1-16
15,A,unknown person ent vehic stol cd cas cds tom tom gps system pentax digit camer,Falls Church,VA,22046,38.878853,-77.188998,2008-1-17
9,B,dui,Falls Church,VA,22046,38.88467,-77.17138,2008-1-18
1,B,unknown person spraypainted graffit extery wal est,Falls Church,VA,,38.87343,-77.1513,2008-1-18
11,B,pol arrest tu,Falls Church,VA,,38.87343,-77.1513,2008-1-18
1,B,springfield va dip simpl assault kais washington st febru pm pol arrest brittany harrington kingsv circ herndon va phys assault three employ refus giv narcot,Falls Church,VA,22046,38.878566,-77.168328,2008-1-12
15,A,unknown person ent est stol bag contain wallet credit card driv licens cash desk,Falls Church,VA,22046,38.883607,-77.171198,2007-1-12
15,A,am unknown person shat passeng window bronz pontiac stol ignit interlock,Falls Church,VA,22046,38.881151,-77.186351,2007-1-14
1,B,unknown person op check account victim nam,Falls Church,VA,22042,38.876207,-77.163327,2007-1-15
1,B,unknown person wrot graffit stairwel wal boy restroom,Falls Church,VA,22043,38.898127,-77.193248,2007-1-13
1,B,assault victim op hand victim injury min,Falls Church,VA,22046,38.888399,-77.179959,2007-1-16
1,B,driv suspend,Falls Church,VA,22044,38.8782472,-77.153769,2007-1-16
1,B,unknown person struck silv hond vehic park outsid est,Falls Church,VA,22046,38.8914613,-77.1838347,2007-1-16
1,B,us fals inform purchas vehic incid arrest mr ev outstand war pennsylvan fraud endang person mr ev also list missingendang person print william county va,Falls Church,VA,22044,38.8737704,-77.157329,2007-1-17
15,A,pm unknown person stol front rear licens plat green toyot camry,Falls Church,VA,,38.87343,-77.1513,2007-1-15
1,B,unknown person wrot graffit sev intery wal door,Falls Church,VA,22046,38.880762,-77.174749,2007-1-17
15,A,unknown person stol nextel cel phon charg traff offens blk welcom dr febru am pol arrest jorg lopez jr wood mist ln fal church va driv revok licens reckless driv attempt elud pol,Falls Church,VA,22046,38.8924878,-77.190549,2007-1-17
1,B,simpl assault victim suff min injury,Falls Church,VA,22044,38.8730098,-77.1529677,2007-1-18
23,B,disord conduc,Falls Church,VA,22044,38.8730235,-77.1529318,2007-1-18
1,B,driv suspend,Falls Church,VA,22042,38.8762838,-77.165319,2007-1-18
1,B,reckless driv,Falls Church,VA,,38.87343,-77.1513,2007-1-18
1,B,soc sec numb credit card numb mak unauth purchas,Falls Church,VA,22046,38.8805,-77.156703,2007-1-1
1,B,reckless driv,Falls Church,VA,22046,38.8914,-77.184398,2007-1-19
1,B,pol conduc traff stop vehic bear stol tag pol arrest noland hog annand rd fal church va larceny felony destruct property blk sherrow av febru pm unknown person plac dent rear driv sid door,Falls Church,VA,,38.88549,-77.173624,2008-1-25
15,A,unknown person brok driv sid window stol cash gps,Falls Church,VA,22046,38.8823202,-77.1711043,2008-1-19
11,B,dip,Falls Church,VA,22046,38.8810075,-77.1692924,2008-1-21
1,B,unlicens solicit,Falls Church,VA,22044,38.873995,-77.153827,2008-1-24
10,A,driv revok possess schedule ii control subst,Falls Church,VA,22044,38.8658517,-77.1507855,2008-1-25
15,A,febru febru unknown person ent on classroom insid est stol lcd hdtv,Falls Church,VA,22046,38.8849184,-77.1664709,2008-1-19
1,B,reckless driv mph mph zon,Falls Church,VA,22046,38.877474,-77.164282,2007-1-12
1,B,driv without op licens,Falls Church,VA,22046,38.893857,-77.188721,2007-1-21
1,B,unknown person struck grey hond civ park park lot gmhs,Falls Church,VA,22043,38.898127,-77.193248,2007-1-21
1,B,unknown person struck right rear bump blu toyot scion tc,Falls Church,VA,22044,38.873995,-77.153827,2007-1-21
15,A,unknown person ent unsec vehic stol cellul phon wallet contain credit card driv licens hit run blk mapl av febru am febru pm unknown person struck driv front sid green hond accord,Falls Church,VA,22046,38.8790201,-77.1669596,2007-1-21
11,B,dip,Falls Church,VA,22044,38.873995,-77.153827,2007-1-21
1,B,unknown person struck front left bump grey niss armad,Falls Church,VA,22046,38.883916,-77.170177,2007-1-22
15,A,unknown person stol dov body wash olay soap pack aa duracel battery est tot valu the suspect describ bm tal lbs wear black leath jacket blu jean beig boot black knit head band,Falls Church,VA,22046,38.894902,-77.188648,2007-1-23
1,B,driv suspend,Falls Church,VA,22044,38.8782472,-77.153769,2007-1-23
1,B,urin park lot ed cent,Falls Church,VA,22044,38.873995,-77.153827,2007-1-24
11,B,dip,Falls Church,VA,22044,38.876553,-77.152499,2007-1-24
1,B,dat bir soc sec numb obtain elect serv virgin domin pow newport new virgin,Falls Church,VA,22046,38.8788514,-77.1845712,2007-1-1
1,B,driv suspend,Falls Church,VA,22044,38.876553,-77.152499,2007-1-24
1,B,driv suspend,Falls Church,VA,22042,38.8753499,-77.1630606,2007-1-26
7,A,unknown person carv graffit insid elev dwel,Falls Church,VA,22046,38.886837,-77.177806,2008-1-26
10,A,driv revok fals id law enforc off unlaw possess marijuan unlaw possess schedule ii control substancecocain possess schedule ii drug int distributemdm,Falls Church,VA,22046,38.875059,-77.160385,2008-1-27
1,B,blk broad st febru pm unknown person stol wallet incid cas wallet recov tyson corn are,Falls Church,VA,,38.88549,-77.173624,2008-1-26
11,B,dip,Falls Church,VA,22046,38.887327,-77.192592,2008-1-29
9,B,dui,Falls Church,VA,22046,38.879914,-77.168152,2008-2-1
9,B,dui,Falls Church,VA,,38.87343,-77.1513,2008-2-1
15,A,ste bottl advil,Falls Church,VA,22046,38.883186,-77.171874,2008-2-1
1,B,unknown person us victim debit card mak unauth purchas wisconsin minnesot kentucky indian disord conduc blk wilson blvd march pm pol arrest phong nguy roosevelt st arlington va disord conduc,Falls Church,VA,22046,38.881931,-77.17553,2008-2-1
7,A,march pm unknown person brok glass window est,Falls Church,VA,22044,38.8730235,-77.1529318,2008-1-26
16,B,pol arrest six und mal possess alcohol,Falls Church,VA,22046,38.884321,-77.173681,2008-2-2
16,B,march am pol arrest hongqu tran tabscot dr chantil va afterho consum alcohol,Falls Church,VA,22044,38.8730235,-77.1529318,2008-1-26
9,B,dui offens within fiv year op outsid asap restrict,Falls Church,VA,22042,38.876415,-77.166034,2008-2-2
1,B,assault battery,Falls Church,VA,22042,38.878827,-77.1714439,2008-2-3
1,B,spee no driv licens us deceas victim soc sec numb,Falls Church,VA,22046,38.879225,-77.172922,2007-1-27
1,B,pl centrevil va spee driv suspend,Falls Church,VA,22044,38.876887,-77.1533642,2007-1-27
1,B,driv without licens,Falls Church,VA,,38.87343,-77.1513,2007-1-28
1,B,driv without licens,Falls Church,VA,,38.87343,-77.1513,2007-1-28
7,A,unknown person shat window silv toyot prevail unknown object,Falls Church,VA,22046,38.8878544,-77.1800308,2007-1-28
9,B,dui,Falls Church,VA,22046-3727,38.879193,-77.19273,2007-2-1
1,B,driv suspend,Falls Church,VA,22042,38.8746388,-77.1613216,2007-2-2
15,A,unknown person ent est stol follow produc olay valu produc lotrimin valu,Falls Church,VA,22046,38.8934796,-77.1884485,2007-2-2
1,B,driv suspend,Falls Church,VA,22046,38.878625,-77.166084,2007-2-2
1,B,driv without licens aft investig pol also arrest jos martinez lee hwy fal church va know auth unlicens driv op vehic,Falls Church,VA,22046,38.879316,-77.181561,2007-2-3
11,B,dip,Falls Church,VA,22044,38.8730098,-77.1529677,2007-2-3
15,A,unknown person ent est stol or son toothbrush triumph pro car elect toothbrush box rogain the suspect describ bf approxim med build dress black pant beig blu hood sweatshirt traff offens blk roosevelt blvd march pm pol arrest dung nguy piccadil rd silv spring md driv reckless,Falls Church,VA,22046,38.8789627,-77.1717817,2007-2-3
9,B,dui refus,Falls Church,VA,,38.87343,-77.1513,2007-2-5
7,A,am unknown person scratched hood blu mitsubish lant blu volksw jett sliv volvo grey mazd miat unknown object,Falls Church,VA,22046,38.879455,-77.179636,2007-2-3
1,B,unauth us mot vehic,Falls Church,VA,22044,38.8737704,-77.157329,2008-2-4
11,B,dip,Falls Church,VA,22046,38.8823202,-77.1711043,2008-2-4
1,B,unknown person us victim credit card mak unauth onlin purchas,New Church,VA,23415,37.97862,-75.530524,2008-2-4
9,B,dui no op licens,Falls Church,VA,22042,38.8770575,-77.1683536,2008-2-5
15,A,unknown person pump wor unlead gasolin drov without pay,Falls Church,VA,22046,38.885532,-77.175781,2008-2-5
1,B,urin publ,Falls Church,VA,22042,38.8770575,-77.1683536,2008-2-5
11,B,dip,Falls Church,VA,22046,38.879285,-77.182201,2008-2-5
15,A,am unknown person ent off stol ibm laptop comput cash,Falls Church,VA,22046,38.8838997,-77.173663,2008-2-5
15,A,pm unknown person ent est stol cash,Falls Church,VA,22046,38.881608,-77.172601,2008-2-5
1,B,alcohol bev prem resta without licens,Falls Church,VA,,38.882239,-77.170983,2008-2-6
1,B,dip incid cas search suspect tat pol recov person,Falls Church,VA,22046,38.894185,-77.176627,2008-2-6
1,B,unknown person brok towel bar us hold real est lock box,Falls Church,VA,22046,38.886357,-77.178714,2008-2-7
15,A,ste duc tap glov the item recov incid cas search suspect levornes pol recov person pellet gun black col strongly resembl real funct handgun tuck abdom are hood sweatshirt upon exit est suspect levornes pol discov vehic op report carjack fairfax county fairfax county pol ar scen wit abl posit ident suspect levornes carjack,Falls Church,VA,22046,38.891035,-77.185451,2008-2-4
1,B,dui,Falls Church,VA,22046,38.881532,-77.170755,2008-2-9
15,A,ste shampoo condit found lip col lotrimin dvds,Falls Church,VA,22046,38.894902,-77.188648,2008-2-9
7,A,unknown person dam rear door vac hom,Falls Church,VA,22046,38.8825331,-77.1785953,2007-2-8
1,B,dr fal church va driv without valid op licens spee school zon,Falls Church,VA,22046,38.8892115,-77.1819387,2007-2-8
7,A,pm unknown person flat tir red ford expedit,Falls Church,VA,22046,38.879982,-77.170473,2007-2-7
1,B,reckless driv,Falls Church,VA,22046,38.8914,-77.184398,2007-2-10
1,B,unknown person threw eg red mitsubish,Falls Church,VA,22046,38.8811546,-77.1746897,2007-2-10
15,A,am unknown person stol virgin deal tag est,Falls Church,VA,22046,38.8859943,-77.1642002,2007-2-9
1,B,unknown person struck right rear quart panel black niss maxim,Falls Church,VA,22046,38.884052,-77.167535,2007-2-10
1,B,unknown person wear mask assault victim basebal bat beer bottl caus lac head victim transport virgin hospit cent arlington tre victim transport inov fairfax hospit tre investig continu,Falls Church,VA,22044,38.8730235,-77.1529318,2007-2-10
1,B,driv without valid op licens,Falls Church,VA,,38.87343,-77.1513,2007-2-11
1,B,unknown person struck rear silv niss altim,Falls Church,VA,22046,38.882506,-77.17007,2007-2-12
11,B,dip,Falls Church,VA,22046,38.8914,-77.184398,2008-2-11
7,A,am unknown person brok driv sid turn sign vehic,Falls Church,VA,22046,38.8827102,-77.1759592,2008-2-10
15,A,am unknown person stol garmin gps vehic,Falls Church,VA,22046,38.8931873,-77.1784299,2008-2-10
11,B,dip,Falls Church,VA,22046,38.8791345,-77.1803171,2008-2-11
11,B,dip,Falls Church,VA,22046,38.8791345,-77.1803171,2008-2-11
15,A,pm unknown person remov hubcap vehic,Falls Church,VA,22046,38.884725,-77.170726,2008-2-8
11,B,dip,Falls Church,VA,22046,38.879225,-77.172922,2008-2-13
9,B,dui driv without licens,Falls Church,VA,22046,38.892353,-77.186486,2008-2-13
11,B,pol arrest patrick,Falls Church,VA,22046,38.8832188,-77.1725206,2008-2-14
1,B,fal church va dip urin publ blk wilson blvd march am pol arrest huy tran treesid lan herndon va urin publ driv influ blk roosevelt blvd march am pol arrest tuan vu oakview dr silv spring md dui refus,Falls Church,VA,22042,38.868594,-77.201291,2008-2-11
11,B,dip,Falls Church,VA,22046,38.8781588,-77.1539441,2008-2-15
23,B,disord conduc,Falls Church,VA,,38.88549,-77.173624,2008-2-15
1,B,unknown person us victim credit card numb mak unauth ebaypayp purchas,Falls Church,VA,22046,38.881968,-77.1793282,2008-7-10
1,B,blk jam ct march pm unknown person stol two bicyc rear backyard resid,Falls Church,VA,,38.88549,-77.173624,2008-2-11
15,A,unknown person pump wor suprem gasolin drov without pay,Falls Church,VA,22046,38.879225,-77.172922,2008-2-17
17,A,unknown person stol silv hond odyssey victim driveway incid cas vehic recov metro transit pol print georg county maryland,Falls Church,VA,22042,38.8746388,-77.1613216,2008-2-17
1,B,blk broad st march pm unknown person stol trek bicyc,Falls Church,VA,,38.88549,-77.173624,2008-2-11
10,A,tayl fleeson ellison st fal church va possess marijuan,Falls Church,VA,22046,38.888722,-77.184782,2008-2-17
1,B,unknown person spraypainted graffit sign est,Falls Church,VA,22046,38.879455,-77.179636,2008-2-11
1,B,unknown person spraypainted graffit est,Falls Church,VA,22046,38.879312,-77.183042,2008-2-18
1,B,unknown person spraypainted graffit est dumpst,Falls Church,VA,22046,38.879285,-77.182201,2008-2-11
7,A,unknown person cut elev pad sharp object,Falls Church,VA,22046,38.886357,-77.178714,2008-2-21
15,A,am unknown person stol tir wheel silv hond civ,Falls Church,VA,22046,38.885156,-77.176025,2008-2-20
11,B,dip,Falls Church,VA,,38.87343,-77.1513,2008-2-21
15,A,unknown person remov cop tub est,Falls Church,VA,22046,38.8852027,-77.1731301,2008-2-11
11,B,dip,Falls Church,VA,22046,38.888722,-77.184782,2008-2-22
15,A,hit run attend vehic felony larceny third subsequ offens,Falls Church,VA,22046,38.887229,-77.178126,2008-2-11
20,A,pol arrest mal juvenil arm robbery,Falls Church,VA,22046,38.8835749,-77.1844497,2008-2-23
5,A,pm unknown person ent unoccupy resid stol xbox sony laptop remot gam control video gam coin,Falls Church,VA,22046,38.885664,-77.183183,2008-2-22
7,A,am unknown person vand intery rent room belong est,Falls Church,VA,22046,38.884321,-77.173681,2008-2-21
11,B,dip,Falls Church,VA,22046,38.8892115,-77.1819387,2008-2-25
10,A,possess scheduled control subst,Falls Church,VA,22046,38.879285,-77.182201,2008-2-26
1,B,unlicens solicit,Falls Church,VA,22046,38.879982,-77.170473,2008-2-26
