Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
5,A,unknown subject forc entry bridg end cent gas stat remov cash thi third tim busy burgl sint decemb,Lovettsville,VA,20180,39.3059237,-77.6319793,
15,A,unknown subject ent six vehic insid remov gps unit jewelry play two vehic window dam gain entry,Sterling,VA,20165,39.032753,-77.398284,
5,A,unknown subject forc entry hil tom market remov cash check two subject seen are resid tim incid,Purcellville,VA,,39.136766,-77.715125,
5,A,unknown subject forc entry highup food mart remov beer lottery ticket,Sterling,VA,20164,38.997904,-77.405033,
1,B,unknown subject spray paint poss gangrel graffit fent,Sterling,VA,20164,39.000222,-77.412018,
15,A,unknown subject ent two car remov dvd car stereo cds,Sterling,VA,20164,39.033965,-77.378277,
5,A,unknown subject ent resid remov jewelry box digit camer televid,Ashburn,VA,20147,39.053808,-77.436835,
5,A,unknown subject ent resid remov televid front door dam gain entry the resid uninhabit list tim period,Sterling,VA,20164,39.014611,-77.390987,2009-11-26
15,A,unknown subject remov two firearm resid,Sterling,VA,20165,39.053732,-77.417994,2008-8-18
15,A,unknown subject remov tip contain ashburn car wash the contain dam tip box,Ashburn,VA,20147,39.037558,-77.502251,
5,A,unknown subject ent resid remov video gam system access ther sign forc entry,Ashburn,VA,20147,39.014158,-77.498595,
1,B,deputy conduc rad vehic observ travel post spee limit the deputy in traff stop vehic continu west rout second deputy deploy stop stick dis on suspect vehic tir lucy santo winchest cit spee elud law enforc,Purcellville,VA,,39.136766,-77.715125,
15,A,unknown subject ent vehic remov purs cont,Sterling,VA,20164,39.013538,-77.379844,
1,B,unknown subject dam vehic window brick loc insid vehic,Aldie,VA,20105,38.928632,-77.544931,
1,B,vac hous discov ent unknown subject,Purcellville,VA,20132,39.181571,-77.698801,
15,A,unknown subject ent vehic trail remov tool build mat,,VA,20147,39.0331644,-77.4781772,
5,A,unknown subject ent resid remov cloth two cel phon jewelry credit card ther sign forc entry the incid report janu,Sterling,VA,20165,39.049738,-77.39697,
5,A,unknown subject ent resid remov laptop jewelry guit dvd play televid,Leesburg,VA,20175,39.1258918,-77.586626,
5,A,unknown subject ent resid remov jewelry dvd play,Sterling,VA,20165,39.057896,-77.414548,
1,B,unknown subject remov black hond civ,,VA,,39.0100375,-77.3927304,
15,A,unknown subject ent vehic dam driv sid window insid remov gps unit,Sterling,VA,20164,39.019996,-77.389918,
15,A,unknown subject ent vehic remov gam system loos chang,Sterling,VA,20164,39.025494,-77.384512,
1,B,unknown subject remov black aud,Ashburn,VA,20148,39.025227,-77.527647,
5,A,unknown subject ent otan japanes steak hous remov laptop comput cash,Ashburn,VA,,39.015007,-77.4945585,
15,A,unknown subject remov gps unit vehic,Ashburn,VA,20148,39.025227,-77.527647,
15,A,unknown subject ent vehic dam window remov gps unit,,VA,,39.040356,-77.486825,
1,B,resid awok nois insid hom they went investig discov unknown mal rum refrig the subject describ hisp mal tal around pound wear black hood sweatshirt blu jean the complain report subject appear intox the subject ran hom he ent hom unlock front door the are search subject loc,Sterling,VA,20164,39.036009,-77.385802,
15,A,unknown subject ent vehic remov satellit radio receiv digit camer valu,Chantilly,VA,20152,38.9028846,-77.51211,
1,B,unknown subject spraypainted poss gangrel graffit fent construct sit,,VA,,39.0100375,-77.3927304,
1,B,unknown subject remov hond civ park lot valu,Sterling,VA,20165,39.044701,-77.420757,
1,B,unknown subject ent grac nail remov cash door dam gain entry,,VA,20166,38.9814696,-77.4082114,
15,A,unknown subject ent two vehic remov gps unit access the vehic door left unsec valu,Ashburn,VA,20147,39.009011,-77.485009,
1,B,loudoun deputy assist maryland auth loc fugit just the subject alleg stay list loc the subject attempt fle auth jump window resid the subject johnny ray rom pennsylvan apprehend brief foot pursuit he held loudoun county adult det cent await extradit,Ashburn,VA,20147,39.012333,-77.489445,
1,B,loudoun deputy patrol observ suspect gangrel graffit spraypainted extery wal busy the busy commun resourc deputy not graffit remov,,VA,20164,38.996858,-77.4064258,
5,A,unknown subject ent resid remov jewelry televid digit camer ther sign forc entry valu,Sterling,VA,20164,38.998223,-77.411803,
15,A,unknown subject ent unsec vehic remov checkbook key,,VA,20147,39.0185539,-77.4880338,
15,A,unknown subject ent vehic dam door lock insid remov car stereo valu,,VA,,39.0100375,-77.3927304,
1,B,resid report appear unknown subject gain entry hom ther sign entry noth remov resid,Ashburn,VA,20147,39.065839,-77.450142,
15,A,unknown subject ent vehc remov gps unit play valu,,VA,20164,39.0020994,-77.3975306,
15,A,unknown subject ent vehic remov cash prescrib pil,Sterling,VA,20165,39.032753,-77.398284,
15,A,unknown subject ent vehic remov car stereo equip gps unit valu,Sterling,VA,20164,38.995198,-77.403967,
15,A,unknown subject ent two vehic remov cloth play car stereo ad digit camer both vehic window dam valu,Sterling,VA,20164,39.033714,-77.384017,
15,A,unknown subject ent vehic dam vehic window insid remov car stereo valu,Sterling,VA,20165,39.041266,-77.400159,
1,B,unknown subject ent inandout market forc entry cash tak front door dam gain entry,Ashburn,VA,20147,39.016526,-77.493491,
1,B,unknown subject spray paint graffit sid vend machin,Sterling,VA,20164,39.003715,-77.399933,
5,A,an unknown subject ent resid forc op door resid hom tim startl suspect fled scen the are canvass suspect loc the suspect describ black mal med heavy build he wear gray hoody jean,Chantilly,VA,20152,38.9033215,-77.4934027,
15,A,unknown subject remov john deer rid mow yard resid valu,Lovettsville,VA,20180,39.270408,-77.63471,
1,B,complain report see unknown subject observ carry poss firearm park lot two subject loc determin suspect,Sterling,VA,20166,39.033065,-77.425782,
20,A,dumisan jericho tembo ashburn charg robbery simpl assault deputy cal list loc report victim assault rob cellphon deputy patrol are loc suspect vehic tembo remain held without bond petit simpl assault pend juvenil ashburn alleg hit suspect basebal bat,,VA,20147,39.0379163,-77.5015104,
1,B,deputy observ vehic driv er man the deputy in traff stop vehic pul park lot the vehic continu park lot turn countrysid boulevard dur pursuit learn vehic involv report car jack see the vehic continu fle lost control vehic ran med opposit lan stop the driv attempt fle foot apprehend loudoun county sheriff off unit vict manuel quintero sterl charg robbery car jack dui driv revok licens disregard sign stop,,VA,,39.0100375,-77.3927304,
1,B,fem victim park car cvs park lot the victim left three child famy memb friend car an unknown hisp mal ent vehic ev brand knif told occup get out the suspect drov away the suspect describ tal slim build,Sterling,VA,20164,38.997904,-77.405033,
1,B,unknown subject remov motorcyc trail yard valu,Hamilton,VA,20158,39.1341469,-77.6548097,
5,A,unknown subject ent resid cur remodel dam window insid remov tool includ nail gun cordless dril saw,Purcellville,VA,20132,39.2243531,-77.701338,
15,A,unknown subject ent two vehic remov car radio airb passeng window dam gain entry valu,Sterling,VA,20164,38.995466,-77.406001,2009-1-1
15,A,unknown subject remov market rim tir vehic valu,Sterling,VA,20164,38.996725,-77.409594,2009-1-1
15,A,unknown subject ent two vehic remov num cd market intak oil cap gear shift knob,Sterling,VA,20164,38.997644,-77.416022,2009-1-2
1,B,unknown subject dam gar door resid it unclear door dam,Ashburn,VA,20148,38.985132,-77.53272,2009-1-2
1,B,unknown subject ent vehic remov gps unit window dam gain entry,,VA,20164,39.0047689,-77.3978056,2009-1-2
1,B,deputy conduc stat rad are vehic observ travel wel excess post mph spee limit the deputy in traff stop vehic continu driv west rout hit med barry two tim the vehic swerv middl lan forc driv tak act avoid collid the suspect vehic stop battlefield parkway the suspect raechel an macpherson leesburg charg dui refus disregard sign stop dur book process victim alleg kick deputy charg addit felony assault,,VA,,39.040356,-77.486825,2009-1-3
15,A,unknown subject ent sev vehic dam window remov vehic includ jewelry gps play,Sterling,VA,20164,39.033202,-77.378252,2009-1-2
15,A,unknown subject ent three lock olymp gym remov wallet cont play cloth the theft occur victim work gym,,VA,20164,38.9924974,-77.4251491,2009-1-3
5,A,unknown subject ent resid remov two televid dvd play,Chantilly,VA,,38.92083,-77.50417,2009-1-3
15,A,unknown subject ent lock lifetim fit remov wallet,,VA,20166,39.001177,-77.451897,2009-1-3
15,A,unknown subject ent vehic remov credit card wallet the card us loc electron depart stor,Thrissur,Kerala,,76.1968696,10.521632,2009-1-4
5,A,unknown subject ent resid rum hom num piec jewelry tak,Sterling,VA,20164,39.034222,-77.367087,2009-1-4
5,A,resid report find rear slid glass door op noth remov hom it unclear someon ent hom,Sterling,VA,20164,39.04016,-77.364447,2009-1-4
5,A,unknown subject ent resid remov jewelry cash sev purs bas window dam lik point entry,Leesburg,VA,20176,39.0940985,-77.4913103,2009-1-2
1,B,unknown subject dam windshield frontend load,Ashburn,VA,20147,39.061834,-77.470966,2009-1-5
5,A,real company discov unknown subject ent vac resid the carpet dam,Ashburn,VA,20147,39.020245,-77.493354,2009-1-4
15,A,unknown subject dam two vehic window insid remov two gps unit valu,,VA,20166,39.0085588,-77.4228864,2009-1-4
1,B,poss gangrel graffit discov lock,Sterling,VA,20164,39.015008,-77.400986,2009-1-4
1,B,unknown subject ent vehic dam window remov gps unit valu,Sterling,VA,20164,38.99721,-77.391144,2009-1-5
15,A,unknown subject ent unsec vehic remov gps unit,,VA,20147,39.0379163,-77.5015104,2009-1-5
15,A,victim report wallet stol lock lifetim fit febru an atm card us withdraw money the victim recogn wallet tak febru,,VA,20166,39.001177,-77.451897,2009-1-5
1,B,unknown subject ent vehic remov dril gps unit driv sid window dam gain entry,Sterling,VA,20164,39.017557,-77.390664,2009-1-5
15,A,unknown subject ent vehic remov gps unit,Sterling,VA,20164,39.002452,-77.424565,2009-1-5
15,A,unknown subject ent vehic remov gps unit,Sterling,VA,20164,39.016636,-77.37697,2009-1-6
1,B,unknown subject attempt gain entry resid noth report tak,,VA,,39.0100375,-77.3927304,2009-1-6
1,B,an unknown subject report expos pool hotel the suspect describ black mal tal short hair,Sterling,VA,20165,39.032753,-77.398284,2009-1-6
1,B,unknown subject discharg paintbal two resid,Round Hill,VA,20141,39.136357,-77.769885,2009-1-7
1,B,unknown subject ent vehic dam window remov satellit radio receiv,,VA,20164,39.0117276,-77.3942543,2009-1-6
5,A,landon haywood swanson ii manassa charg break ent the suspect acquaint homeown,Ashburn,VA,20147,39.014249,-77.496681,2009-1-7
1,B,deputy observ vehic travel er ashburn vil boulevard the driv ident maryland man report miss endang cambridg md the man suff alzheim diseas miss sint febru,Ashburn,VA,20147,39.017161,-77.479195,2009-1-7
1,B,unknown subject ent vehic remov gps unit driv sid window dam gain entry,Sterling,VA,20164,39.018623,-77.383906,2009-1-6
15,A,unknown subject ent vehic dam window remov gps unit,Sterling,VA,20164,39.033202,-77.378252,2009-1-6
1,B,unknown subject ent vehic remov satellit radio unit,Sterling,VA,20165,39.042446,-77.361513,2009-1-6
1,B,unknown subject dam window resid,,VA,20197,39.1961631,-77.5918664,2009-1-7
15,A,unknown subject ent vehic remov purs cont,Chantilly,VA,20152,38.9079575,-77.5069648,2009-1-7
15,A,unknown subject ent vehic remov gps unit rad detect port dvd play,Chantilly,VA,20152,38.920184,-77.504906,2009-1-8
5,A,unknown subject ent amp commun dam glass door noth appear remov,Sterling,VA,20166,38.946495,-77.527079,2009-1-8
1,B,unknown subject dam sev window hous construct,Round Hill,VA,20141,39.1665615,-77.7963493,2009-1-6
1,B,unknown subject dam driv sid window vehic noth remov vehic,,VA,,37.4315734,-78.6568942,2009-1-8
15,A,unknown subject ent vehic remov gps unit,Great Falls,VA,22066,39.032862,-77.359737,2009-1-8
1,B,unknown subject ent two vehic dam window two gps unit play remov valu,Sterling,VA,20165,39.049644,-77.388217,2009-1-9
1,B,unknown subject wrot graffit mark nonvdot stop sign,,VA,,39.0100375,-77.3927304,2009-1-10
1,B,unknown subject remov stereo facepl vehic,Chantilly,VA,20152,38.919705,-77.506066,2009-1-7
1,B,resid report awak dog outsid observ unknown mal subject appear dress black the complain believ subject also carry knif the subject describ whit mal approxim tal light build,Round Hill,VA,20141,39.1758338,-77.7804367,2009-1-7
15,A,unknown subject ent vehic remov gps unit play camer valu,Ashburn,VA,20147,39.014014,-77.489323,2009-1-9
1,B,an unknown subject took red ford pickup truck left key insid vehic park lot gas stat the suspect describ lightskin black mal approxim tal pound neighb jurisdict not,Leesburg,VA,20176,39.2644474,-77.5442084,2009-1-10
1,B,loudoun sheriff deputy conduc stat rad are west beech road observ vehic travel excess post spee limit the deputy in traff stop the driv ident henry sortomerino the subject determin want immigr custom enforc sortomerino remain held loudoun county adult det cent ic detain,Great Falls,VA,22066,39.016152,-77.360756,2009-1-11
15,A,unknown subject ent vehic dam passeng window insid remov play access,,VA,20164,39.0091127,-77.4133477,2009-1-10
15,A,unknown subject ent fiv vehic dam window four gps unit remov on vehic ent noth remov valu,,VA,20166,39.0125929,-77.4245218,2009-1-10
1,B,wom report heard unknown subject yel outsid resid bang door the victim ev op door suspect struck victim the victim wait report incid due hour the suspect describ tal whit mal she adv report suspicy incid immedy nev op door unknown subject,,VA,20148,39.0227633,-77.50923,2009-1-11
1,B,sheriff deputy respond num tre due high wind som sign incid includ tre around am second street janney street waterford util lin knock down cur nor fork road greggsvil road purcellvil snid lan harp ferry road cur clos am due tre,Alexandria,VA,,38.827251,-77.08789,2009-1-11
1,B,sev juvenil play are observ whit van driv slow are the juvenil becam uncomfort ran hom the vehic occup nev cam contact attempt commun juvenil,Chantilly,VA,,38.92083,-77.50417,2009-1-14
1,B,unknown subject remov toyot camry key left insid vehic,Ashburn,VA,20148,39.018201,-77.506999,2009-1-16
1,B,unknown subject scratched vulg word door resid,,VA,20148,39.0227633,-77.50923,2009-1-17
1,B,unknown subject spray paint graffit tag extery wal busy the tag appear gangrel,Sterling,VA,20164,39.005469,-77.429752,2009-1-14
15,A,unknown subject remov vehic key lock claud moor recr cent the victim lat observ wallet remov vehic sev credit card us fraud are stor,,VA,20164,39.014093,-77.4136213,2009-1-17
15,A,unknown subject dam window nin vehic are money gps unit play remov,,VA,20165,39.0283697,-77.365502,2009-1-17
15,A,unknown subject ent vehic remov purs cash play cellphon digit camer laptop person affect ther sign forc entry vehic,Chantilly,VA,20152,38.899035,-77.49114,2009-1-17
1,B,jeep liberty report stol ashburn recov near list loc key found vehic the own stat left key vehic,Leesburg,VA,20175,39.0604406,-77.5395064,2009-1-18
15,A,unknown subject ent vehic remov gps unit passeng window dam gain entry,Sterling,VA,20164,39.00873,-77.397454,2009-1-19
15,A,unknown subject ent vehic remov gps unit the vehic left unlock,Ashburn,VA,20148,39.020141,-77.515115,2009-1-18
1,B,unknown subject spray paint graffit wal pedest tunnel also six street lamp dam are,,VA,,39.040356,-77.486825,2009-1-18
15,A,unknown subject ent vehic remov gps unit the vehic left unlock,Ashburn,VA,20148,39.018891,-77.513901,2009-1-18
5,A,unknown subject ent resid remov laptop comput play,Sterling,VA,20164,39.014428,-77.398209,2009-1-19
1,B,unknown subject ent vehic dam window remov cd play,Sterling,VA,20164,38.995462,-77.416076,2009-1-20
1,B,resid return hom observ unknown subject attempt gain entry vehic the subject describ whit mal approxim tal wear dark hoody the subject fled scen,Chantilly,VA,20152,38.9142543,-77.5084165,2009-1-20
1,B,unknown subject dam vehic scratching paint four sid mir also dam,Sterling,VA,20164,38.994926,-77.418267,2009-1-20
5,A,unknown subject ent stor shed sunoco gas stat remov approxim wor soft drink,Sterling,VA,20165,39.0344625,-77.39892,2009-1-21
15,A,three unknown subject remov purs fast food resta the victim left purs tabl went us restroom three suspect describ hisp mal grab purs fled scen,Sterling,VA,20165,39.0356105,-77.409399,2009-1-21
1,B,unknown subject dam rear taillight sid mir two vehic,Ashburn,VA,20148,38.976588,-77.520342,2009-1-21
1,B,vehic sideswip victim car travel riverview court the suspect vehic swerv back right sid road cam stop senec ridg driv four occup jump car fled scen the subject describ whit mal the vehic gold hond report stol herndon va,,VA,,39.0100375,-77.3927304,2009-1-21
15,A,unknown subject ent two vehic remov cloth cd stereo equip,,VA,,39.0100375,-77.3927304,2009-1-21
1,B,unknown subject ent vehic dam window remov gps unit,Sterling,VA,20164,39.029863,-77.383546,2009-1-21
1,B,unknown subject ent vehic dam window remov gps unit car stereo system,,VA,20164,39.0140377,-77.3820103,2009-1-22
1,B,unknown subject ent vehic rum intery noth appear remov,Ashburn,VA,20147,39.01717,-77.497186,2009-1-22
5,A,unknown subject ent waterford vil market remov sev pack beer ther sign forc entry,,VA,20197,39.1883291,-77.6115141,2009-1-20
15,A,unknown subject ent vehic remov front seat fact rim satellit radio unit,,VA,20166,39.0216735,-77.4191788,2009-1-22
1,B,mot travel are someth hit rear passeng window vehic mal hol loc insid window it unclear caus dam subject seen are tim incid,,VA,,39.0100375,-77.3927304,2009-1-23
1,B,unknown subject spray paint poss gangrel graffit extery build the own property adv remov graffit tim man the inform forward sheriff off gang intellig unit,,VA,20164,38.996858,-77.4064258,2009-1-23
1,B,unknown subject slash rear driv sid tir vehic,Chantilly,VA,20152,38.892505,-77.498621,2009-1-23
1,B,deputy respond are list loc report stol vehic as deputy scen anoth deputy in traff stop report stol vehic are cranston street southbank street the vehic attempt elud auth turn onto sev road turn onto walk path are avond driv two occup vehic fled foot assist search suspect loc,Sterling,VA,20165,39.040816,-77.411455,2009-1-24
1,B,unknown subject dam three window vehic gps unit digit camer remov,Sterling,VA,20165,39.028816,-77.360899,2009-1-24
1,B,unknown subject remov red black hond civ,,VA,20147,39.039746,-77.4746873,2009-1-24
1,B,unknown subject dam driv sid window on vehic passeng sid window second vehic cel phon remov,Ashburn,VA,20148,39.029745,-77.520537,2009-1-24
15,A,unknown subject ent vehic remov laptop play digit camer,Ashburn,VA,20148,39.024691,-77.519033,2009-1-24
15,A,unknown subject ent vehic dam passeng sid window remov pair sho,Ashburn,VA,20147,39.009856,-77.4923645,2009-1-25
15,A,unknown subject ent vehic dam window remov gps unit,,VA,20166,38.9791345,-77.4082102,2009-1-24
15,A,unknown subject ent vehic dam window remov play laptop access,Sterling,VA,20165,39.050449,-77.358642,2009-1-25
1,B,commun resourc deputy sterl are follow cas the deputy cam across three men break landscap stor truck ste equip the deputy recov two lawn mow scen valu each to gain access equip thiev cut door stor truck brok sec lock three subject apprehend scen held loudoun adc without bond three felony war each deputy recov excess stol property ful press releas issu regard incid,,VA,,39.0100375,-77.3927304,2009-1-25
1,B,unknown subject ent vehic dam window remov play,Sterling,VA,20164,39.003384,-77.40033,2009-1-25
20,A,an unknown subject ent hil tom market loc rout town hillsboro the suspect brand firearm demand money cashy the suspect fac cov describ poss whit mal quot tal thin build he wear dark pant dark jacket it unclear direct suspect fled loudoun county sheriff deputy respond scen are search assist ag unit the cas handl crimin investig divid,Purcellville,VA,20132,39.200224,-77.7275013,2009-1-26
1,B,deputy respond are list loc report hit run wit stat vehic crash curb driv fled foot the suspect michael william saund aldy loc charg dui hit run,,VA,,38.97541,-77.640474,2009-1-27
1,B,unknown subject spray paint two resid overnight on resid loc harmony church road second loc hughesvil road,Leesburg,VA,20175,39.092662,-77.626649,2009-1-26
5,A,unknown subject ent resid remov saf contain paperwork door dam gain entry,,VA,20147,39.0566237,-77.5129371,2009-1-27
1,B,sterl leesburg report assault outsid resid the suspect describ group hisp mal left are dark col passeng vehic poss hond civ the victim believ suspect may affy gang al victim tre scen,Sterling,VA,20165,39.043773,-77.3957885,2009-1-28
1,B,unknown subject plac ad craigsl hom cur sal the ad fals advert hom rent reduc rat,Sterling,VA,20164,39.02636,-77.387589,2009-2-1
1,B,deputy cal scen report fight progress poss stab unit ar scen victim loc an investig rev subject insid hous becam angry friend mad fals report the subject unknown hisp mal refus ident auth he charg obstruct just drunk publ fals id law enforc furth charg fals summon law enforc poss the subject held id prov second mal found hid insid resid the mal juan melendezpanameo sterl charg outstand capia he held sec bond,,VA,20164,39.0046568,-77.3991804,2009-2-1
1,B,resid observ two unknown subject dress dark cloth outsid resid the subject stand homeown vehic the complain alert auth confront subject fled scen no suspect loc noth remov vehic,Ashburn,VA,20147,39.063051,-77.486034,2009-2-2
15,A,unknown subject remov apply stor gar apart complex item remov includ refrig rang wash machin dishwash,Ashburn,VA,20147,39.06135,-77.478644,2009-1-27
15,A,unknown subject ent vehic remov gps unit,,VA,20147,39.0226795,-77.484264,2009-2-2
15,A,unknown subject ent vehic remov gps unit play valu,Ashburn,VA,20147,39.050961,-77.479497,2009-2-2
1,B,unknown subject drov vehic priv property dam two trespass sign,Lovettsville,VA,20180,39.2944149,-77.629695,2009-2-2
1,B,deputy respond are list loc suspicy person are two subject spot on fled are both men apprehend rud washington dc miguel zaldan herndon charg drunk publ possess burgl tool auto tamp both men remain held loudoun county adult det cent bond,,VA,,39.0100375,-77.3927304,2009-2-3
15,A,unknown subject ent vehic remov gps unit purs window dam gain entry,,VA,20164,38.9976952,-77.4209871,2009-2-3
15,A,unknown subject ent vehic remov gps unit play access,Leesburg,VA,20176,39.099015,-77.510355,2009-2-3
15,A,unknown subject ent vehic remov cloth play,Leesburg,VA,20176,39.102129,-77.5092453,2009-2-3
5,A,unknown subject ent resid remov jewelry video gam system cash rear door dam gain entry,,VA,20164,39.0092842,-77.3918746,2009-2-4
15,A,busy report theft comput cash comput monit sev cel phon dvd comput access the theft occur period tim novemb march,Ashburn,VA,20147,39.071165,-77.468556,2009-2-4
15,A,unknown subject remov smal amount cash cash reg busy ther sign forc entry,,VA,20147,39.0224214,-77.4814516,2009-2-4
1,B,unknown subject dam driv sid window two vehic,,VA,20164,39.0152347,-77.3869729,2009-2-4
15,A,unknown subject remov car seat ste wheel market item blu hond civ park insid gat gar the lock gat dam gain entry,Sterling,VA,20166,38.979523,-77.4141525,2009-2-4
15,A,unknown subject remov gps unsec vehic,,VA,20147,39.0217108,-77.5027676,2009-2-4
1,B,unknown subject dam sling glass door screen door resid the dam may occur attempt gain entry resid no entry gain,Sterling,VA,20164,39.0346425,-77.3700455,2009-2-2
1,B,resid report find unknown footprint backyard ther sign attempt gain entry resid,Sterling,VA,20164,39.003715,-77.399933,2009-2-5
5,A,unknown subject ent resid dam door noth appear miss,Sterling,VA,20164,38.992406,-77.396055,2009-2-5
15,A,unknown subject ent vehic remov laptop gps unit port dvd play the vehic left unsec,,VA,20147,39.0236622,-77.4986964,2009-2-5
15,A,unknown subject ent vehic dam window remov gps unit,Ashburn,VA,20148,38.991941,-77.483978,2009-2-5
15,A,unknown subject remov laptop gps system port dvd play vehic,,VA,20147,39.0236622,-77.4986964,2009-2-5
1,B,unknown subject remov black hond civ park spac valu,,VA,20164,39.0256574,-77.3862216,2009-2-5
1,B,unknown subject ent vehic remov gps unit driv sid window dam,Sterling,VA,20165,39.044701,-77.420757,2009-2-5
1,B,unknown subject ent vehic remov gps unit driv sid window dam gain entry,Ashburn,VA,20148,38.991941,-77.483978,2009-2-5
15,A,unknown subject ent vehic remov sho car stereo car window dam gain entry,Sterling,VA,20164,39.030675,-77.373055,2009-2-4
1,B,unknown subject remov hond civ park lot valu,Sterling,VA,20164,38.994926,-77.418267,2009-2-4
1,B,resid report find sign post neighb the sign ask juvenil partak youtub video list web sit link long avail youtub,Sterling,VA,20164,39.035961,-77.375135,2009-2-6
1,B,unknown subject spray paint vehic,Ashburn,VA,20148,38.984739,-77.515239,2009-2-6
15,A,unknown subject ent vehic remov gps unit cash,Leesburg,VA,20176,39.086071,-77.499132,2009-2-6
1,B,unknown subject ent vehic remov gps unit,Sterling,VA,20164,39.031488,-77.373753,2009-2-5
5,A,unknown subject ent resid remov comput laptop digit camer,Sterling,VA,20164,39.035412,-77.380235,2009-2-6
1,B,unknown subject spraypainted poss gangrel graffit sev build structures,Sterling,VA,20164,39.015008,-77.400986,2009-2-6
1,B,unknown subject spray paint four vehic,,VA,20147,39.0548457,-77.5152581,2009-2-6
1,B,unknown subject spray paint sev fent are,Sterling,VA,20164,39.0121454,-77.3983916,2009-2-6
1,B,the victim work hors barn walk toward vehic unknown mal approach her the victim struggled man assault her the suspect also attempt search money victim the suspect fled toward rout the are search aer assist virgin stat pol the suspect describ hisp mal tal med build dark cloth he cov fac,Middleburg,VA,20117,38.9841605,-77.7954363,2009-2-7
15,A,unknown subject ent three vehic remov play gps unit laptop purs cont three driv sid window dam gain entry,Sterling,VA,20164,39.041329,-77.365821,2009-2-7
15,A,unknown subject ent vehic remov gps unit,Sterling,VA,20164,38.999788,-77.418723,2009-2-8
15,A,unknown subject ent vehic remov gps unit,Leesburg,VA,20176,39.0889264,-77.5005003,2006-1-28
1,B,unknown subject spray paint poss gangrel graffit trash drain pip walk bridg,,VA,20164,39.017051,-77.382378,2009-2-5
1,B,resid hear report breakin nearby resid report found screen slid glass door dam no entry mad hom,Sterling,VA,20164,39.016886,-77.390908,2009-2-4
15,A,unknown subject dam vehic window remov gps unit,,VA,20164,38.9947874,-77.4028919,2009-2-7
1,B,resid return hom report find dog loos the front door hom found aj noth remov hom,Leesburg,VA,20176,39.094389,-77.48068,2009-2-8
1,B,sev juvenil report fight are deputy ident two fem involv alterc the incid remain investig poss petit pend assault,,VA,,37.4315734,-78.6568942,2009-2-8
15,A,unknown subject ent vehic remov gps unit cash,Ashburn,VA,20148,38.98941,-77.533428,2009-2-8
