Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
17,A,va jcx mitsubish eclips green,Arlington,VA,22204,38.857195,-77.115208,
17,A,va jdj jeep cherok blu,Arlington,VA,22204,38.8553991,-77.1234234,
17,A,va yvk hond accord blu,Arlington,VA,22204,38.85859,-77.1095182,
17,A,va ycm on tag on,Arlington,VA,22204,38.8642,-77.079335,
17,A,tn on tag on,Arlington,VA,22206,38.839734,-77.089213,
17,A,va ztg hond accord wagon tan,Arlington,VA,22204,38.8584401,-77.0929163,
17,A,va ycs on tag on,Arlington,VA,22203,38.872281,-77.101461,
17,A,va temp on tag on,Arlington,VA,22203,38.879151,-77.11302,
17,A,va yamah yzf mcy blu,Arlington,VA,22206,38.8421737,-77.0979046,
17,A,va zdm hond accord burgundy,Arlington,VA,22201,38.8925545,-77.0818753,
17,A,va yb dodg neon gold,Arlington,VA,22202,38.86633,-77.048481,
17,A,va jan dodg stratus whit,Arlington,VA,22202,38.86633,-77.048481,
17,A,va xzk ford crown victor blu,Arlington,VA,22206,38.848708,-77.081508,
17,A,va jbd jeep cherok black,Arlington,VA,22204,38.857384,-77.082081,
17,A,va yvy jeep cherok black,Arlington,VA,22204,38.864606,-77.082991,
17,A,va xzv gmc suburb blu,Arlington,VA,22204,38.867825,-77.0970709,
17,A,va suzuk gsxr mcy bluewhit,Arlington,VA,22204,38.8642,-77.079335,
17,A,va ycf dodg carav green,Arlington,VA,22204,38.867976,-77.088402,
17,A,ga dodg neon gold,Arlington,VA,22202,38.86633,-77.048481,
20,A,men rob undisclos amount cash unknown suspect walk on victim struck head robbery al suspect describ wms latino lbs suspect last seen wear wht tshirt jean blk basebal cap suspect wear black tshirt jean blk basebal cap suspect wear blk tshirt jean blk basebal cap suspect wear blk tshirt jean,Arlington,VA,22204,38.8572819,-77.1064933,2005-3-11
1,B,approach two unknown men attack on victim knock unconscy both suspect describ wms on suspect lbs last seen wear gray shirt blk pant the second suspect lbs blond hair last seen wear wht shirt blu jean,Arlington,VA,22207,38.900336,-77.130334,2005-3-10
17,A,va hond accord black,Arlington,VA,22204,38.860282,-77.108159,
17,A,va mitsu gal black,Arlington,VA,22202,38.8632696,-77.0636535,
1,B,man driv hond accord northbound georg mason dr got argu fem bicyc the man got car push wom threw bik whil leav scen man bump wom sev tim vehic push way pol off wit part incid stop accord short tim lat johnny arth mcright arlington charg felony hit run assault battery destruct property held bond,Arlington,VA,22204,38.852742,-77.104504,2007-3-10
5,A,someon dam doorknob rear door build app attempt gain entry,Arlington,VA,22202,38.8654261,-77.0494342,2007-3-10
20,A,three men surround man stair apart build on suspect produc handgun demand victim wallet the victim comply suspect fled build al three suspect describ black mal ft tal ft tal lbs suspect handgun slight beard wear black knit cap black jean brown puffy jacket suspect light skin wear black knit cap blu jean creamcol jacket whit vest suspect wear black knit cap,Arlington,VA,22201,38.885272,-77.087107,2007-3-9
17,A,recov plymou breez gold,Arlington,VA,22202,38.858739,-77.054088,
17,A,us govt dodg grand carav green,Arlington,VA,22202,38.861461,-77.054675,
17,A,us govt two tag,Arlington,VA,22202,38.861461,-77.054675,
17,A,md two tag,Arlington,VA,22202,38.861461,-77.054675,
20,A,man walk resid approach two unknown men the men threatened victim demand money victim gav the suspect fled foot the suspect describ two afr am mal the first suspect lbs wor black hood sweatshirt jean the second mal lbs wor black hood sweatshirt grey short,Arlington,VA,22204,38.8569,-77.1168027,2008-3-11
17,A,va tag on,Arlington,VA,22206,38.844346,-77.087888,
17,A,sc toyot coroll gold,Arlington,VA,22203,38.870136,-77.107552,
17,A,va dodg grand carav silv,Arlington,VA,22204,38.857675,-77.103492,
20,A,three adult mal victim stop tax blk king st they approach subject sprayed unknown pep spray stol on victim wallet the subject fled foot scen suspect describ bm heavyset poss beard wear black cloth,Arlington,VA,22206,38.84296,-77.109429,2004-3-12
5,A,unit respond alarm busy blk moor st found front window busy brok multipl carton cigaret stol ther suspect describ,Arlington,VA,22209,38.8962067,-77.0714571,2004-3-11
20,A,victim met subject dc the subject drov victim arlington park blk st rap rob the subject left scen vehic suspect describ bm wear brown shirt blu slack suspect vehic black niss maxim,Arlington,VA,22202,38.864069,-77.047947,2004-3-11
20,A,subject ent lobby busy loc blk jeff dav hwy produc not demand money threatening bomb busy the subject fled foot describ wm blu eyesr hair wear baggy blu jean whit blu pink striped shirt,Arlington,VA,22202,38.86633,-77.048481,2004-3-11
20,A,victim mal walk blk buch st approach three subject on arm handgun demand money anoth subject struck victim basebal bat three subject kick rep rob cash pocket suspect describ wm hisp yo wear black short gray tshirt wm hisp yo wear black short black tshirt black hat wm hisp yo wear orangeblack tshirt black short,Arlington,VA,22204,38.85859,-77.1095182,2004-3-11
20,A,victim mal ent apart build two subject follow build threatened cut throat remov cash wallet the subject fled scen vehic unknown describ suspect describ wm hisp yo wear dark basebal jersey blu jean dark basebal cap wm hisp yo wear whit basebal jersey blu jean dark basebal cap,Arlington,VA,22204,38.8568811,-77.1167373,2004-3-10
20,A,victim mal walk blk four mil run dr unknown subject struck behind knock ground stol hat the subject fled are vehic hour lat vehic return are stop off the occup vehic ident charg pend,Arlington,VA,22206,38.847691,-77.097841,2004-3-9
1,B,fight brok two neighb the fight esc phys alterc victim receiv sev lac right ey smal lac left ey the victim transport arlington hospit tre observ arrest uuganbay khurelchuluun am yo arlington va khurelchuluun charg malicy wound help wo bond,Arlington,VA,22201,38.885272,-77.087107,2006-3-9
1,B,work loc est sec assault patron intox aft attempt get patron leav alterc took plac patron punch bit sec personnel the victim transport arlington hospit tre arrest josh phillip count wm yo arlington va count charg malicy wound,Arlington,VA,22201,38.88643,-77.095302,2006-3-8
1,B,argu two fem occur on tri cut lin us bathroom loc night club the argu esc phys confront on fem struck fem glass the victim sustain lac forehead transport arlington hospit arrest amy kryzanowsky wf yo alexandr va kryzanowsky charg malicy wound releas recogn,Arlington,VA,22201,38.89216,-77.082066,2006-3-8
5,A,unknown person ent resid break bathroom window multipl item includ tool watch dvd play stat tak,Arlington,VA,22205,38.888915,-77.15467,2006-3-7
20,A,fem victim walk hom approach two mal on mal grab arm forc ground ont ground suspect pul purs arm fled foot in purs undisclos amount cash credit card,Arlington,VA,22203,38.877166,-77.111708,2006-3-6
5,A,someon dam apart door on flo apart build app attempt gain entry,Arlington,VA,22204,38.854719,-77.107036,2007-3-11
1,B,wom walk stair off build saw man approach opposit direct as pass man expos wom the suspect describ whit mal ft tal lbs wear black shirt whit let jean basebal cap,Arlington,VA,22207,38.9014281,-77.1268927,2007-3-10
5,A,someon ent apart unknown mean took jewelry,Arlington,VA,22201,38.891476,-77.082087,2007-3-10
17,A,va lincoln mark green,Arlington,VA,22202,38.859872,-77.064444,
17,A,va toyot camry gold,Arlington,VA,22206,38.846791,-77.107777,
5,A,subject attempt gain access resid break rear bas window noth report miss resid ther suspect describ,Arlington,VA,22207,38.9069833,-77.1059964,2004-3-12
5,A,victim mal interrupt unknown subject attempt ent bedroom unlock window suspect describ bm wear black waistleng rainco,Arlington,VA,22206,38.847691,-77.097841,2004-3-12
5,A,unknown subject ent busy blk st pry op rear door cash reg cont stol ther suspect describ,Arlington,VA,22203,38.867452,-77.1164649,2004-3-12
20,A,off respond blk buch st arm robbery occur the victim fem exit vehic two subject push back vehic threatened knif took purs off stop vehic bas lookout subject arrest robbery arrest kourtnay tayl blk lowel st two juvenil subject nam withheld due ag,Arlington,VA,22206,38.8414185,-77.1010111,2004-3-12
1,B,unit respond blk wilson blvd stab the fem victim stab mal subject known off took subject custody without incid arrest richard lee bol blk wilson blvd held without bond malicy wound,Arlington,VA,22205,38.87356,-77.134847,2004-3-12
1,B,off dispatch blk wayn st assist med babysit return resid report find fem victim unconscy flo mal subject also hous suff lac arm he transport loc hospit tre releas today arrest jam william powel jr arlington charg murd wif died injury soon transport loc hospit powel cur held arlington county det facil bond,Arlington,VA,22204,38.8700926,-77.083588,2004-3-12
5,A,sometim unknown subject attempt forc entry apart pry screen op window,Arlington,VA,22201,38.885272,-77.087107,2003-3-15
5,A,unknown subject forc entry kick door condomin officeparty room stol two motorol radio charg sev key two pair hedg clip,Arlington,VA,22204,38.855063,-77.113185,2003-3-15
5,A,sometim unknown subject forc entry sid window apart stol set key,Arlington,VA,,38.881579,-77.103339,2003-3-15
1,B,at victim fem watch movy the unknown subject sat next the subject beg grunt caus victim glant subject when victim real subject genital expos the victim exit the contact pol although subject fled scen pol ar off loc subject search are clar edward hutson woodbridg va arrest charg indec expos,Arlington,VA,22206,38.8418698,-77.0887069,2003-3-13
20,A,at victim mal walk block adam unknown subject approach rear when victim turn around subject assault knock ground the subject search victim took wallet the subject fled scen unknown direct the subject describ mal,Arlington,VA,22204,38.8686581,-77.0844784,2003-3-12
20,A,at unknown subject ent stor ask clerk chang when clerk op reg subject grab stack cash the clerk struggled subject subject abl fle scen undetermin amount cash the subject describ bm heavy build wear whit basebal cap multicol jacket stripes black tshirt,Arlington,VA,22207,38.898401,-77.118197,2003-3-11
20,A,victim mal walk car park lot unknown mal approach the victim got car lock door the subject produc knif demand victim op door victim drov away the subject describ wm wear cream shirt cream pant,Arlington,VA,22203,38.873915,-77.105732,2003-3-3
17,A,va jdj hond civ green,Arlington,VA,22204,38.852574,-77.101783,
17,A,va zju hond accord silv,Arlington,VA,22202,38.856953,-77.059762,
17,A,va aam dodg carav red,Arlington,VA,22206,38.8319873,-77.0921222,
17,A,no tag hond accord silv,Arlington,VA,22204,38.85903,-77.10746,
5,A,subject known victim mal fem forc entry resid attempt stab the subject believ vand mal victim vehic pri break resid off took suspect custody nearby resid arrest juan pablo aguilon rald blk thoma st held without bond attempt malicy wound resid burgl felony destruct property,Arlington,VA,22204,38.854375,-77.085967,2004-3-13
18,B,yo washington dc river charg peep tom bond set,Arlington,VA,22209,38.892029,-77.078682,2006-3-14
5,A,unknown person brok stor room break plast panel bas door it appear subject sleep room noth report stol,Arlington,VA,22204,38.8534579,-77.099567,2006-3-12
5,A,on april hour unknown subject ent victim resid thru rear patio door sev item miss peep,Arlington,VA,22207,38.8914295,-77.1183257,2006-3-11
1,B,park vehic victim heard knock adjac apart build the victim observ mal window genit expos,Arlington,VA,22213,38.8859871,-77.1642105,2006-3-10
20,A,mal victim rob three mal attempt leav vehic sev money ord on check tak suspect describ bm black hair beard med complect lsw green sweatshirt dark pant suspect describ bm black hair med complect lsw red whit sweatshirt dark pant suspect describ bm lsw dark cloth,Arlington,VA,22204,38.8569,-77.1168027,2006-3-10
20,A,fem victim push ground purs stol unknown mal approach van the van describ dark col the suspect describ bm yo lbslsw blu jean dark ski mask,Arlington,VA,22204,38.8532857,-77.1092757,2006-3-7
17,A,va hond acord ex tan,Arlington,VA,22205,38.8730796,-77.1441197,
5,A,april unknown subject brok busy stol money ther suspect describ,Arlington,VA,22201,38.895904,-77.083748,2008-3-14
1,B,man drov vehic build no bystand ind the driv found influ narcot rodderick gen alexandr charg driv whil intox drug possess cocain he held bond,Arlington,VA,22204,38.866687,-77.096255,2008-3-14
1,B,off respond hospit cal malicy wound subject stat stab arm ballston metro sometim pm pm april unknown subject ther suspect describ,Arlington,VA,22203,38.881738,-77.111336,2008-3-14
20,A,man walk away mal approach larg group unknown men two suspect assault victim forc remov cash hand the suspect fled foot on suspect describ afr am mal lbs wear whit tshirt jean the describ suspect unknown,Arlington,VA,22203,38.880725,-77.112171,2008-3-14
17,A,va toyot camry green,Arlington,VA,22204,38.8522535,-77.1066619,
17,A,va txoxo toyot camry black,Arlington,VA,22204,38.855499,-77.112402,
5,A,at unknown subject forc entry apart window fled scen confront resid noth stol apart,Arlington,VA,22206,38.839734,-77.089213,2003-3-15
20,A,victim mal mal walk sidewalk approach two unknown mal on subject point handgun victim the victim gav wallet subject both subject walk away eastbound st subject describ bm wear dark shirt dark pant subject describ wm wear whit shirt blu jean,Arlington,VA,22207,38.8987842,-77.1218479,2003-3-15
5,A,unknown subject ent apart stol vary piec jewelry silverw ther sign forc entry,Arlington,VA,22201,38.896125,-77.094511,2003-3-14
1,B,at victim fem jog cust trail unknown subject approach behind grab groin are the subject fled scen foot the subject describ whm dark skin wear longsleev swe dark pant,Arlington,VA,22205,38.8799488,-77.1298806,2003-3-14
1,B,an arlington off patrol observ mal subject drag wom wood four mil run bik trail the off confront subject subject fled foot canin off apprehend subject block buch st aft posit ident attack interview detect subject charg abduc int defil attempt rap,Arlington,VA,22204,38.8566625,-77.1086085,2003-3-14
5,A,unknown subject ent resid rear window stol piec silv ther suspect describ,Arlington,VA,22204,38.867636,-77.071786,2004-3-14
20,A,mal victim approach two subject arm gun the subject forc victim driv vehic nearby bank withdraw cash suspect describ wm hisp yo blu jacket black pant wm hisp yo yellow shirt whit pant dark knit hat,Arlington,VA,22204,38.860727,-77.102627,2004-3-14
5,A,april unknown subject brok recr room apart build stol item ther suspect describ,Arlington,VA,22201,38.8931645,-77.0838575,2008-3-15
20,A,man approach unknown subject the subject ask money attempt ste electron victim the victim suspect fought suspect fled foot the suspect describ teen afr am mal av height weight,Arlington,VA,22203,38.879642,-77.110286,2008-3-15
20,A,wom walk away metro unknown mal ran tri ste purs when suspect fled foot second mal join the first mal thin wear blu hood sweatshirt the second mal wor grey hood sweatshirt,Arlington,VA,22205,38.880739,-77.154734,2008-3-15
15,A,suspect robberycarjack walk vehic park front grocery stor the key ignit vehic own load grocery back car the suspect ent vehic drov away,Arlington,VA,22202,38.865388,-77.061909,2008-3-15
1,B,subject approach mal ask rid dis vehic aft man drov around arlington passeng brand weapon demand money the victim fled vehic ask bystand help the suspect attempt ste vehic fled foot the suspect describ afr am mal year ag wear blu sweatshirt dark pant,Arlington,VA,22206,38.844423,-77.069013,2008-3-15
20,A,mal victim approach subject grab demand wallet as struggled two subject join demand victim wallet stat arm gun the victim comply subject fled scen smal silv lightcol vehic suspect describ wm hisp yo inform,Arlington,VA,22202,38.85508,-77.057759,2004-3-14
20,A,coupl ent conveny stor whil wom distract clerk count man took two beer fled stor the clerk anoth employ attempt prev wom leav man return stor assault both suspect fled larg whit vehic suspect describ whit hisp mal year old ft tal lbs short black hair wear whit swe jean suspect describ whit hisp fem year old ft tal lbs,Arlington,VA,22206,38.84444,-77.099332,2007-3-16
20,A,wom walk street push behind man fel ground the man took wom purs fled foot the suspect describ unknown rac mal ft tal thin wear larg black hood sweatshirt black jean black stock mat cov fac,Arlington,VA,22203,38.8739275,-77.1084933,2007-3-15
1,B,beig sed travel eastbound st approach red light intersect jefferson dav hwy wom cross st crosswalk tim the sed turn right onto jefferson dav hwy struck wom knock ground the victim suff min leg injury the sed fled scen,Arlington,VA,,38.890491,-77.086281,2007-3-15
1,B,plymou voy travel westbound columb pik stop mak left turn onto thoma st toyot camry rearend voy immedy fled scen the driv voy sustain min injury follow camry fairfax county fairfax county pol found camry arrest driv leonid suarezd la cruz sou rid va charg dwi fairfax county felony hit run arlington,Arlington,VA,,38.89051,-77.086294,2007-3-15
1,B,toyot echo travel eastbound four mil run dr intersect walt ree dr ford rang pickup truck northbound walt ree dr ran red light struck echo the rang fled scen follow wit an off loc vehic fairfax county fairfax county pol stop rang littl riv turnpik arrest driv raymond armstrong alexandr charg felony dwi felony driv whil revok refus submit brea test fairfax county felony hit run arlington armstrong held without bond,Arlington,VA,,38.89051,-77.086294,2007-3-15
1,B,cadillac devil travel westbound gleb rd intersect arlington ridg rd whit car poss lat ear toyot camry ran red light ent intersect sou striking devil the driv devil lost control vehic jump med struck park hond civ tre that driv sustain min injury go hospit the whit car fled scen,Arlington,VA,22202,38.85694,-77.068279,2007-3-14
5,A,someon ent hous rear bedroom window took video gam system ipod cash item,Arlington,VA,22204,38.8641595,-77.069778,2007-3-13
1,B,man expos girl walk park lot the suspect describ whit hisp mal ft tal av build wear grey hood swe shirt jean,Arlington,VA,22205,38.8890009,-77.1595852,2007-3-12
1,B,man work outsid hom receiv permit us bathroom hous when man cam bathroom expos fem resid hous the wom ord man leav war indec expos fil kevin johnson suitland md,Arlington,VA,22202,38.845158,-77.0590194,2007-3-12
5,A,someon ent build construct remov num sect cop pip,Arlington,VA,22202,38.864191,-77.0491145,2007-3-11
5,A,someon ent hous forc front door took comput part,Arlington,VA,22205,38.8915415,-77.1420417,2007-3-8
17,A,va chevy colorado pickup whit,Arlington,VA,22201,38.8931645,-77.0838575,
17,A,va acur integr grey,Arlington,VA,22209,38.8951338,-77.078312,
17,A,va dodg carav blu,Arlington,VA,22206,38.850548,-77.101902,
17,A,va dodg carav gold,Arlington,VA,22202,38.863177,-77.060011,
1,B,man expos wom off build at subject expos diff wom build pol respond suspect loc jam billingsley arlington charg indec expos releas recogn,Arlington,VA,22209,38.894495,-77.074491,2008-3-16
20,A,off respond hospit cal lat robbery man stat assault april around pm vary person item stol the suspect describ whit hisp mal,Arlington,VA,22203,38.879642,-77.110286,2008-3-16
20,A,wom walk mal walk forc stol purs pul ground the subject fled foot off loc suspect the suspect juvenil tak judg detain court,Arlington,VA,22203,38.8811878,-77.1076314,2008-3-16
1,B,two vehic involv accid the driv striking vehic stol wallet driv drov the suspect vehic match describ vehic stol green ford expl va tag kbf the suspect describ light skin afr am mal lat thin short beard he wear blu long sleev jacket blu pant,Arlington,VA,22203,38.8699545,-77.1131482,2008-3-11
18,B,fem report observ unknown mal look bathroom window watch going bathroom the suspect describ wm yo lsw red basebal typ cap nfi,Arlington,VA,22201,38.884733,-77.092029,2006-3-16
5,A,mal known resid push way past child tri clos door the mal ent apart beg chang cloth belong the pol cal loc suspect sit couch the suspect tak custody arrest evelio lopezfl yo arlington va lopezfl charg burgl petit larceny lopezfl held bond,Arlington,VA,22209,38.8979485,-77.0792184,2006-3-16
1,B,mal victim attack mal left apart no reason provid the victim struck head beer bottl caus lac lat pol loc two mal id part group attack victim arrest ident tilo geovany salmerongarc yo manassa va arrest id carlo lui river yo arlington va salmerongarc charg malicy wound river charg malicy wound possess marijuan both men held without bond both salmerongarc victim tre cut,Arlington,VA,22204,38.853643,-77.117642,2006-3-14
5,A,hour hour unknown person ent loc resta took undisclos amount cash saf lcd comput monit ther sign forc entry,Arlington,VA,22206,38.841161,-77.086933,2006-3-14
17,A,dc ford escap black,Arlington,VA,22204,38.85797,-77.101129,
5,A,someon ent resid took two electron dev,Arlington,VA,22206,38.8432252,-77.1026801,2007-3-16
1,B,year old wom walk rosslyn metro stat park car man cam behind the suspect put plast bag victim fac attempt pul backward the victim turn around screamed struck suspect handb the man fled foot he describ feet tal approxim lbs short cur black hair he wear blu jean whit sneak black zipup jacket whit writ back,Arlington,VA,22209,38.8910843,-77.0725882,2007-3-16
17,A,va ford taur silv,Arlington,VA,22202,38.859872,-77.064444,
5,A,unknown subject attempt gain access busy dam door,Arlington,VA,22203,38.881975,-77.105223,2008-3-17
5,A,employ discov multipl off item stol sometim overnight ther sign forc entry suspect describ,Arlington,VA,22201,38.890655,-77.085704,2008-3-17
20,A,two subject approach mal mal they demand money display weapon ont victim comply suspect fled on suspect loc pol the second suspect describ whit hisp mal ear last seen wear loos whit tshirt jean black head wrap yur nicaragu jaim fal church charg robbery held without bond,Arlington,VA,22203,38.879642,-77.110286,2008-3-17
17,A,de chevy express whit,Arlington,VA,22202,38.861837,-77.049281,
17,A,va subaru imprez grey,Arlington,VA,22206,38.83976,-77.087613,
1,B,two fem walk not blu toyot tacom pickup truck insid truck victim observ mal sit driv seat talk cel phon masturb hand the victim confront mal subject exit vehic took front temp tag drov the suspect describ hm lbs black hair med complect lsw gray tshirt blu jean the temp tag vehic va,Arlington,VA,22203,38.875523,-77.111049,2006-3-17
5,A,unknown person ent front desk off back room took undisclos amount cash comput monit project,Arlington,VA,22203,38.8802927,-77.1065409,2006-3-17
17,A,va saturn dark green,Arlington,VA,22206,38.846816,-77.075572,
17,A,us govt dodg carav blu,Arlington,VA,22202,38.861461,-77.054675,
17,A,md on tag,Arlington,VA,22202,38.861461,-77.054675,
5,A,unknown subject attempt gain access resid dam door,Arlington,VA,22206,38.846311,-77.072944,2008-3-18
17,A,va tag on,Arlington,VA,22207,38.895073,-77.123845,
17,A,va hond accord grey,Arlington,VA,22204,38.8560999,-77.1004821,
20,A,mal victim walk blk thoma st approach three subject on subject grab tackl ground anoth subject brand handgun demand victim money struck head weapon on subject remov victim wallet pocket the subject fled are foot suspect describ bm wear black jacket black pant bms wear dark cloth,Arlington,VA,22203,38.8739275,-77.1084933,2004-3-18
5,A,unit respond blk wilson blvd alarm off discov glass front door brok noth miss busy,Arlington,VA,22209,38.894495,-77.074491,2004-3-18
5,A,unknown subject ent resid op groundflo window comput monit stol,Arlington,VA,22204,38.857195,-77.115208,2004-3-18
1,B,unknown subject prev mal juvenil leav men bathroom suspect describ wm hisp wear blu red basebal cap dark tshirt blu jean sneak,Arlington,VA,22206,38.8442168,-77.088702,2004-3-17
20,A,victim mal left are resta flag pass mot rid ont vehic occup threatened victim straight raz rob wallet suspect describ bms bf driv dark vehic,,,,38.87638,-77.07217,2004-3-17
5,A,glass windowp rear door resid brok noth miss resid,Arlington,VA,22206,38.830832,-77.08677,2004-3-16
5,A,resid heard window break front hous the resid interrupt subject climb brok window subject fled foot suspect describ mal wear black ski mask long sleev dark shirt black pant,Arlington,VA,,38.846666,-77.08369,2004-3-16
5,A,unknown subject forc entry busy rear bathroom window noth tak busy,Arlington,VA,22207,38.896183,-77.129072,2004-3-16
17,A,va jfw toyot camry maroon,Arlington,VA,22209,38.889852,-77.075654,
17,A,va jcp hond civ whit,Arlington,VA,22202,38.862341,-77.054788,
17,A,va ydk hond civ whit,Arlington,VA,22202,38.856752,-77.063424,
17,A,va chev cava whit,Arlington,VA,22201,38.889777,-77.0849,
1,B,unknown subject pul two fem flash two twenty doll bil ask want mak quick money the victim not driv nak waist the victim quick cal pol suspect left the suspect describ wm grey hair light complect lsw sunglass straw hat light blu jean shirt the vehic describ light blu van,Arlington,VA,22204,38.855499,-77.112402,2006-3-18
5,A,unknown subject pri op sev door off spac tak two laptop comput undisclos amount cash,Arlington,VA,22202,38.850407,-77.053144,2006-3-18
17,A,va hond civ grey,Arlington,VA,22204,38.861186,-77.096272,
17,A,va jeep cherok black,Arlington,VA,22204,38.8568183,-77.0935452,
20,A,wom walk bank hand not tel demand money the wom receiv undisclos amount cash left bank off set perimet un loc wom the suspect describ darkskin black fem lat ear ft ft tal lbs wear black leath hat glass black leath jacket dark shirt,Arlington,VA,22204,38.8610552,-77.0929461,2007-3-18
1,B,hond civ travel westbound right lan arlington blvd rt black sed left lan swerv two lan sideswip civ the sed fled scen no injury report,Arlington,VA,22203,38.866605,-77.136967,2007-3-18
5,A,wom seen ent hous unsec front window wit cal pol took suitcas ful cloth item hom off ar took wom custody solongo boldbaat arlington charg burgl releas recogn,Arlington,VA,22201,38.8773193,-77.0861452,2007-3-18
5,A,unknown subject ent busy remov three vehic key on key app us remov silv niss altim lot entry gain forc op window,Arlington,VA,22213,38.8859871,-77.1642105,2003-3-1
5,A,unknown subject ent resid ransack prem remov sev jar coin entry app mad forc window op,Arlington,VA,22207,38.9103343,-77.1175001,2003-3-1
