Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
1,B,man arrest tuesday july brief traff pursuit pol,Reston,VA,,38.951815,-77.342305,2009-6-7
1,B,wom victim indec expos thursday july she,Annandale,VA,22003,38.827787,-77.218395,2009-6-2
7,A,three fairfax boy arrest throwing rock virgin railway express,Annandale,VA,,38.834455,-77.217878,2009-6-8
1,B,pol investig report attempt abduc occur sunday july,Chantilly,VA,,38.877344,-77.408781,2009-6-8
15,A,purs stol busy,Centreville,VA,20121,38.8370084,-77.4350792,2009-6-8
15,A,ipod stol resid,Chantilly,VA,20151,38.8616921,-77.4140882,2009-6-8
15,A,tool stol vehic,Clifton,VA,20124,38.828136,-77.414667,2009-6-8
15,A,bicyc stol resid,Chantilly,VA,20151,38.89027,-77.426552,2009-6-8
15,A,flat screen televid stol resid,Centreville,VA,20121,38.823477,-77.446869,2009-6-8
15,A,beer stol busy,Clifton,VA,20124,38.8391062,-77.411532,2009-6-8
15,A,park pass stol vehic,Chantilly,VA,20151,38.886816,-77.427128,2009-6-8
17,A,lincoln ls,Chantilly,VA,20151,38.9028217,-77.4596129,2009-6-8
15,A,bicyc stol resid,Alexandria,VA,22309,38.7182313,-77.1036298,2009-6-8
15,A,driv licens stol vehic,Alexandria,VA,22306,38.7410677,-77.090038,2009-6-8
15,A,bicyc stol resid,Alexandria,VA,22309,38.7339011,-77.1084178,2009-6-8
15,A,cash stol resid,Alexandria,VA,22306,38.7802893,-77.0808007,2009-6-8
15,A,sho stol resid,Alexandria,VA,22306,38.77996,-77.081526,2009-6-8
15,A,vas stol cemetery,Alexandria,VA,22306,38.740798,-77.07388,2009-6-8
15,A,cloth stol resid,Alexandria,VA,22306,38.772661,-77.082316,2009-6-8
15,A,cash stol busy,Alexandria,VA,22306,38.769692,-77.081983,2009-6-8
15,A,cash revolv stol busy,Alexandria,VA,22309,38.7391354,-77.0892252,2009-6-8
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7527091,-77.087384,2009-6-8
15,A,beer stol busy,Alexandria,VA,22306,38.7802662,-77.0807992,2009-6-8
15,A,wallet stol resid,Alexandria,VA,22308,38.7219965,-77.0560385,2009-6-8
15,A,muffl stol vehic,Alexandria,VA,22307,38.7684704,-77.0753869,2009-6-8
15,A,mop stol resid,Alexandria,VA,22306,38.741953,-77.0902301,2009-6-8
17,A,hond crv,Alexandria,VA,22306,38.772196,-77.079854,2009-6-8
17,A,aud,Alexandria,VA,22303,38.7890431,-77.0766018,2009-6-8
17,A,jeep cherok,Alexandria,VA,22303,38.785463,-77.071077,2009-6-8
17,A,chevrolet trailblaz,Alexandria,VA,22306,38.7753835,-77.0807899,2009-6-8
15,A,pant stol busy,,VA,22102,38.920177,-77.226339,2009-6-8
15,A,cash stol busy,,VA,22102,38.920177,-77.226339,2009-6-8
15,A,learn langu cours stol busy,,VA,22102,38.920177,-77.226339,2009-6-8
15,A,cloth stol busy,,VA,22102,38.920177,-77.226339,2009-6-8
15,A,money stol resid,,VA,,38.873033,-77.246057,2009-6-8
15,A,leath cel phon cas screen project cellul phon stol resid,Great Falls,VA,22066,38.982272,-77.320774,2009-6-8
15,A,muffl stol vehic,Fairfax,VA,22031,38.878425,-77.231228,2009-6-8
15,A,win stol busy,Falls Church,VA,22043,38.905254,-77.207318,2009-6-8
15,A,wallet stol vehic,Dunn Loring,VA,22027,38.9015134,-77.220027,2009-6-8
15,A,catalys convert stol vehic,Fairfax,VA,22031,38.8732276,-77.2362257,2009-6-8
15,A,ring necklac stol resid,,VA,,38.873033,-77.246057,2009-6-8
17,A,hond civ,Falls Church,VA,22043,38.9056782,-77.2055465,2009-6-8
15,A,gps unit gas cap person docu stol vehic,Alexandria,VA,22312,38.8136472,-77.1453319,2009-6-8
15,A,beer stol busy,Alexandria,VA,22312,38.8198641,-77.1430769,2009-6-8
15,A,back seat bump stol vehic,Hinton,VA,,38.465858,-78.972194,2009-6-8
15,A,three air condit unit stol resid,Falls Church,VA,22041,38.8507524,-77.1234755,2009-6-8
15,A,cash stol school,Falls Church,VA,22041,38.852485,-77.126853,2009-6-8
15,A,tool stol vehic,Alexandria,VA,22312,38.833358,-77.141007,2009-6-8
15,A,two bicyc stol busy,,VA,,38.791486,-77.10495,2009-6-8
15,A,tool stol vehic,,VA,,37.4315734,-78.6568942,2009-6-8
15,A,tool stol resid,Alexandria,VA,22312,38.8323001,-77.1457735,2009-6-8
15,A,purs stol vehic,Lorton,VA,,38.705261,-77.236615,2009-6-8
15,A,catalys convert stol vehic,Falls Church,VA,22041,38.8449503,-77.1391638,2009-6-8
15,A,radio stol vehic,Alexandria,VA,22312,38.8164222,-77.1463357,2009-6-8
15,A,catalys convert stol vehic,Lorton,VA,,38.70428,-77.206854,2009-6-8
15,A,purs stol busy,Falls Church,VA,22044,38.8672481,-77.1513658,2009-6-8
15,A,plant flow stol resid,,VA,,37.4315734,-78.6568942,2009-6-8
15,A,liqu stol busy,Falls Church,VA,22041,38.8506074,-77.1183636,2009-6-8
15,A,sho stol busy,Falls Church,VA,22041,38.8506074,-77.1183636,2009-6-8
17,A,yamah motorcyc,Alexandria,VA,22312,38.8257835,-77.1590806,2009-6-8
15,A,licens plat stol vehic,Herndon,VA,20170,38.9688494,-77.4148717,2009-6-8
15,A,licens plat stol vehic,Herndon,VA,20170,38.9688494,-77.4148717,2009-6-8
15,A,cash stol resid,Reston,VA,20191,38.928816,-77.351686,2009-6-8
15,A,bicyc stol resid,Herndon,VA,20171,38.9487002,-77.3970413,2009-6-8
15,A,cash stol busy,Reston,VA,20190,38.962638,-77.317985,2009-6-8
15,A,purs stol busy,Reston,VA,20190,38.962638,-77.317985,2009-6-8
15,A,money stol resid,Herndon,VA,20170,38.9658237,-77.4085881,2009-6-8
15,A,purs stol vehic,Herndon,VA,20171,38.94683,-77.393912,2009-6-8
15,A,beer stol busy,Reston,VA,20191,38.9278096,-77.3441052,2009-6-8
15,A,bicyc stol resid,Reston,VA,20190,38.963799,-77.3342949,2009-6-8
15,A,beer stol busy,Reston,VA,20190,38.9645384,-77.3541764,2009-6-8
17,A,hond civ,Springfield,VA,22150,38.788714,-77.189683,2009-6-8
15,A,gps unit stol vehic,Alexandria,VA,22312,38.801209,-77.162368,2009-6-8
15,A,licens plat stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-8
15,A,tool stol resid,Springfield,VA,22151,38.806235,-77.172555,2009-6-8
15,A,purs stol resid,Springfield,VA,22150,38.7828752,-77.1887039,2009-6-8
15,A,licens plat stol vehic,Alexandria,VA,22312,38.8046098,-77.1541801,2009-6-8
15,A,purs stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-8
15,A,stat inspect stick stol vehic,Springfield,VA,22151,38.8035745,-77.1677349,2009-6-8
15,A,purs stol busy,Alexandria,VA,22315,38.77276,-77.133721,2009-6-8
15,A,tool stol vehic,Alexandria,VA,22310,38.783872,-77.145647,2009-6-8
15,A,laptop comput dril jackham tool stol vehic,Alexandria,VA,22312,38.820289,-77.146944,2009-6-8
15,A,ipod stol resid,Annandale,VA,,38.831796,-77.195306,2009-6-8
15,A,tool stol vehic,Springfield,VA,22150,38.7835617,-77.1841182,2009-6-8
15,A,mop stol resid,Annandale,VA,22003,38.817118,-77.20447,2009-6-8
17,A,yamah morotcyc,Annandale,VA,,38.831796,-77.195306,2009-6-8
15,A,backpack stol recr cent,Alexandria,VA,22312,38.814276,-77.057705,2009-6-8
15,A,catalys convert stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-8
15,A,xbox cellul telephon stol resid,Springfield,VA,22152,38.790228,-77.227775,2009-6-8
15,A,lad catalys convert stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-8
15,A,playst gam iphon stol resid,Annandale,VA,,38.834455,-77.217878,2009-6-8
15,A,video gam stol busy,Annandale,VA,22003,38.832921,-77.207775,2009-6-8
15,A,flag stol resid,Centreville,VA,20120,38.847424,-77.411253,2009-6-8
15,A,bicyc stol resid,Annandale,VA,,38.834455,-77.217878,2009-6-8
15,A,comput stol resid,Annandale,VA,22003,38.8155148,-77.2621794,2009-6-8
15,A,bag candy stol busy,Springfield,VA,22150,38.779203,-77.185848,2009-6-8
15,A,contain bleach stol busy,Springfield,VA,22151,38.8111525,-77.2216617,2009-6-8
15,A,bicyc stol resid,Annandale,VA,22003,38.817425,-77.213712,2009-6-8
15,A,gps unit stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-8
15,A,tool stol vehic,Annandale,VA,22003,38.817935,-77.236614,2009-6-8
15,A,emblem stol vehic,Burke,VA,22015,38.801142,-77.274315,2009-6-8
15,A,cop stol construct sit,Annandale,VA,,38.834455,-77.217878,2009-6-8
17,A,kidron box trail,Annandale,VA,,38.831796,-77.195306,2009-6-8
17,A,ford,Annandale,VA,22003,38.8261929,-77.2026339,2009-6-8
15,A,watch stol busy,Herndon,VA,20171,38.9441352,-77.4150799,2009-6-8
15,A,landscap tool stol vehic,Fairfax,VA,22033,38.8746513,-77.3962185,2009-6-8
15,A,wed band stol busy,Herndon,VA,,38.969698,-77.385475,2009-6-8
15,A,catalys convert stol vehic,Chantilly,VA,20151,38.869629,-77.420367,2009-6-8
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,2009-6-15
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,2009-6-15
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,2009-6-15
5,A,on thursday july pm girl hom alon block,Alexandria,VA,22306,38.7432261,-77.0892004,2009-6-9
20,A,wom rob near intersect lee highway graham road,Merrifield,VA,,38.87359,-77.234719,2009-6-15
1,B,pol barricad beg tuesday july end standoff off,Falls Church,VA,22043,38.913995,-77.208067,2009-6-14
1,B,cab driv stab wednesday july around am man drov,Falls Church,VA,22042,38.872026,-77.2211,2009-6-15
20,A,on july man arrest robbery the victim boy,Falls Church,VA,22041,38.8441972,-77.1332864,2009-6-9
20,A,two men year old victim attempt robbery thursday july both,Reston,VA,,38.951815,-77.342305,2009-6-9
1,B,an off stop hyunda sonat traff charg wednesday july around,Reston,VA,,38.951815,-77.342305,2009-6-15
1,B,man arrest attempt ste car stereo tuesday july an alert patrol,Annandale,VA,,38.834455,-77.217878,2009-6-14
1,B,pol arrest man expos wom wednesday july the,Annandale,VA,,38.831796,-77.195306,2009-6-15
1,B,resid hom are bat land court burnsid land driv,Annandale,VA,,38.834455,-77.217878,2009-6-15
20,A,boy rob friday july pol cal block eagl,Annandale,VA,,38.831796,-77.195306,2009-6-10
5,A,on sunday july pol respond burgl block wild orchid way the,Annandale,VA,,38.834455,-77.217878,2009-6-12
5,A,man arrest unlaw ent acquaint hom wednesday july the,Burke,VA,22015,38.793822,-77.255757,2009-6-15
1,B,pol arrest man malicy wound wom man,Fairfax,VA,22033,38.8800745,-77.3947202,2009-6-15
15,A,bag stol vehic,Centreville,VA,20120,38.8406446,-77.4292364,2009-6-15
15,A,diabet test strips stol busy,Chantilly,VA,20151,38.897962,-77.446119,2009-6-15
15,A,wallet stol busy,Chantilly,VA,20151,38.897962,-77.446119,2009-6-15
15,A,licens plat stol vehic,Clifton,VA,20124,38.798719,-77.411237,2009-6-15
15,A,tool stol vehic,Clifton,VA,20124,38.8356302,-77.4152637,2009-6-15
15,A,bicyc stol resid,Centreville,VA,20120,38.8459153,-77.4550636,2009-6-15
15,A,licens plat stol vehic,Chantilly,VA,20151,38.8865479,-77.4229257,2009-6-15
15,A,prescrib pil stol resid,Centreville,VA,20120,38.852748,-77.425658,2009-6-15
15,A,digit camer stol vehic,Centreville,VA,20121,38.8274524,-77.4235406,2009-6-15
15,A,licens plat stol vehic,Centreville,VA,20121,38.8146206,-77.4501661,2009-6-15
15,A,purs stol vehic,Chantilly,VA,20151,38.8968989,-77.4548133,2009-6-15
15,A,gps unit camer stol vehic,Centreville,VA,,38.837413,-77.44327,2009-6-15
15,A,gps unit sunglass stol vehic,Centreville,VA,20120,38.844358,-77.450975,2009-6-15
15,A,tool stol vehic,Centreville,VA,20120,38.8584473,-77.469053,2009-6-15
15,A,licens plat stol vehic,Centreville,VA,20120,38.850348,-77.457139,2009-6-15
15,A,tool stol vehic,Chantilly,VA,20151,38.886816,-77.427128,2009-6-15
17,A,ford rang,Centreville,VA,20120,38.844378,-77.44879,2009-6-15
17,A,suzuk motorcyc,Centreville,VA,20121,38.8376479,-77.4197969,2009-6-15
17,A,suzuk,Centreville,VA,20121,38.8370728,-77.4215407,2009-6-15
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7582253,-77.079632,2009-6-15
15,A,licens plat stol vehic,Alexandria,VA,22309,38.7390043,-77.0944143,2009-6-15
15,A,golf club stol vehic,Alexandria,VA,22307,38.788192,-77.061101,2009-6-15
15,A,beer stol busy,Alexandria,VA,22303,38.794619,-77.070976,2009-6-15
15,A,licens plat stol vehic,Alexandria,VA,22306,38.7375396,-77.0859439,2009-6-15
15,A,airb stereo dashboard stol vehic,Alexandria,VA,22309,38.727219,-77.128118,2009-6-15
15,A,blu too cash stol resid,Alexandria,VA,22306,38.7620467,-77.0890837,2009-6-15
15,A,seafood stol busy,Fort Belvoir,VA,,38.711743,-77.143664,2009-6-15
15,A,deep fry stol busy,Alexandria,VA,22306,38.740798,-77.07388,2009-6-15
15,A,temp reg stol vehic,Alexandria,VA,22306,38.7545368,-77.078982,2009-6-15
15,A,gam system gam stol resid,Alexandria,VA,22306,38.7637359,-77.084428,2009-6-15
15,A,money stol resid,Alexandria,VA,22306,38.7637359,-77.084428,2009-6-15
15,A,liqu stol busy,Alexandria,VA,22309,38.7391354,-77.0892252,2009-6-15
15,A,money bag stol busy,Alexandria,VA,22309,38.7329765,-77.100554,2009-6-15
15,A,bicyc stol busy,Alexandria,VA,22309,38.7211014,-77.1241111,2009-6-15
15,A,purs stol vehic,Alexandria,VA,22308,38.7417086,-77.0578583,2009-6-15
15,A,sod item stol busy,Alexandria,VA,22310,38.7690885,-77.1142672,2009-6-15
17,A,chevrolet cobalt,Springfield,VA,22150,38.783378,-77.186271,2009-6-15
17,A,yamah motorcyc,Alexandria,VA,22303,38.791163,-77.079676,2009-6-15
15,A,gps unit stereo stol vehic,Falls Church,VA,22042,38.8767419,-77.1954369,2009-6-15
15,A,pistol prescrib pil stol resid,Merrifield,VA,,38.87359,-77.234719,2009-6-15
15,A,air compress paint gun stol resid,,VA,,38.873033,-77.246057,2009-6-15
15,A,person property stol vehic,Fairfax,VA,22031,38.876947,-77.228752,2009-6-15
15,A,gps unit stol vehic,Fairfax,VA,22031,38.8685971,-77.2713377,2009-6-15
15,A,jewelry stol resid,Falls Church,VA,22043,38.891758,-77.214636,2009-6-15
15,A,camer stol busy,,VA,,38.916294,-77.220858,2009-6-15
15,A,bracelet pair pant purs stol busy,,VA,,38.916294,-77.220858,2009-6-15
15,A,food stol resid,Falls Church,VA,22043,38.900415,-77.180501,2009-6-15
17,A,suzuk motorcyc,Falls Church,VA,22042,38.875522,-77.209973,2009-6-15
17,A,dodg intrepid,Falls Church,VA,22042,38.8718914,-77.2250057,2009-6-15
17,A,toyot tundr,,VA,,38.927908,-77.242154,2009-6-15
15,A,tool stol vehic,Alexandria,VA,22312,38.819071,-77.15714,2009-6-15
15,A,gen stol vehic,Alexandria,VA,22312,38.819071,-77.15714,2009-6-15
15,A,backpack stol vehic,Falls Church,VA,22044,38.8663501,-77.138392,2009-6-15
15,A,vacu cle stol busy,Falls Church,VA,22044,38.867961,-77.143004,2009-6-15
15,A,blackberry stol busy,Falls Church,VA,22044,38.867961,-77.143004,2009-6-15
15,A,inspect stick stol vehic,Falls Church,VA,22042,38.871378,-77.1659902,2009-6-15
15,A,blood press monit nonprescrib medicin stol busy,Falls Church,VA,22042,38.8705079,-77.1710654,2009-6-15
15,A,two cas beer stol busy,Alexandria,VA,22312,38.8198641,-77.1430769,2009-6-15
15,A,beer stol busy,Falls Church,VA,22041,38.8507524,-77.1234755,2009-6-15
15,A,wallet key stol busy,Falls Church,VA,22041,38.8497699,-77.123894,2009-6-15
15,A,tool stol vehic,Alexandria,VA,22312,38.81731,-77.152535,2009-6-15
15,A,licens plat stol vehic,Falls Church,VA,22041,38.838459,-77.163287,2009-6-15
15,A,purs laptop comput stol vehic,Hinton,WV,,37.709869,-80.814227,2009-6-15
15,A,licens plat stol vehic,Alexandria,VA,22312,38.82826,-77.162144,2009-6-15
15,A,gps unit cash stol vehic,Falls Church,VA,,38.8719,-77.155484,2009-6-15
15,A,cash smartrip card stol busy,Lorton,VA,22079,38.633331,-77.166672,2009-6-15
15,A,cellul phon stol resid,Falls Church,VA,22041,38.8550959,-77.1379815,2009-6-15
15,A,wallet stol busy,Falls Church,VA,22044,38.870266,-77.153885,2009-6-15
15,A,cas beer stol busy,Alexandria,VA,22312,38.8320413,-77.1523245,2009-6-15
15,A,wallet stol busy,Alexandria,VA,22312,38.818092,-77.140698,2009-6-15
15,A,purs stol busy,Alexandria,VA,22312,38.818092,-77.140698,2009-6-15
15,A,beer stol busy,Lorton,VA,,38.70428,-77.206854,2009-6-15
15,A,licens plat stol vehic,Falls Church,VA,22041,38.8440448,-77.1154663,2009-6-15
15,A,cellul phon gps unit stol vehic,Falls Church,VA,22041,38.8440448,-77.1154663,2009-6-15
15,A,cash digit camer digit video record stol resid,,VA,,38.849501,-77.127571,2009-6-15
17,A,dodg dakot,Falls Church,VA,22041,38.8434702,-77.1391211,2009-6-15
17,A,toyot,Falls Church,VA,22044,38.867919,-77.1399775,2009-6-15
17,A,ford windst,Arlington,VA,,38.852222,-77.108746,2009-6-15
15,A,ring stol resid,Reston,VA,20194,38.9848215,-77.3327371,2009-6-15
15,A,cash stol busy,Reston,VA,20191,38.9382787,-77.3619273,2009-6-15
15,A,ash urn stol busy,Reston,VA,20190,38.9587013,-77.3568923,2009-6-15
15,A,dvd play satellit radio stol vehic,Herndon,VA,20170,38.9901474,-77.3922928,2009-6-15
15,A,bicyc stol resid,Reston,VA,20190,38.961529,-77.352496,2009-6-15
15,A,diamond ring stol resid,Reston,VA,20194,38.9738552,-77.3586072,2009-6-15
15,A,licens plat stol vehic,Reston,VA,,38.959374,-77.354571,2009-6-15
15,A,ipod stol park,Reston,VA,20190,38.9581098,-77.335252,2009-6-15
15,A,bicyc stol resid,Herndon,VA,20170,38.9628278,-77.4075327,2009-6-15
15,A,bicyc stol busy,Reston,VA,20190,38.954829,-77.363709,2009-6-15
15,A,tool med gasolin stol vehic,Great Falls,VA,22066,39.0055988,-77.3290694,2009-6-15
17,A,ford taur,Reston,VA,20191,38.936405,-77.3503575,2009-6-15
17,A,lincoln grand marqu,Reston,VA,20190,38.9585111,-77.3554679,2009-6-15
17,A,hyunda,Herndon,VA,20170,38.969076,-77.4105512,2009-6-15
15,A,licens plat stol vehic,Springfield,VA,22150,38.785778,-77.187273,2009-6-15
15,A,stereo stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,bicyc stol busy,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,jewelry stol resid,Springfield,VA,22151,38.8110408,-77.1762651,2009-6-15
15,A,tool stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,purs stol busy,Springfield,VA,22150,38.7828752,-77.1887039,2009-6-15
15,A,plasm televid stol resid,Springfield,VA,22150,38.788714,-77.189683,2009-6-15
15,A,car battery horn stol vehic,Annandale,VA,22003,38.8249467,-77.1906286,2009-6-15
15,A,cloth stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,licens plat stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,gucc watch stol resid,Alexandria,VA,22312,38.822175,-77.164602,2009-6-15
15,A,money stol busy,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,licens plat stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,alcohol bev stol busy,Springfield,VA,22150,38.780644,-77.189187,2009-6-15
15,A,tool stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
17,A,ford crown victor,Lorton,VA,,38.70428,-77.206854,2009-6-15
17,A,suzuk motorcyc,Annandale,VA,,38.831796,-77.195306,2009-6-15
17,A,toyot vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
17,A,plymou voy,Annandale,VA,,38.831796,-77.195306,2009-6-15
17,A,toyot camry,Annandale,VA,,38.831796,-77.195306,2009-6-15
17,A,ford expedit,Alexandria,VA,22315,38.775284,-77.140894,2009-6-15
15,A,frog lawn orna stol resid,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,tool stol vehic,Annandale,VA,22003,38.8123717,-77.211039,2009-6-15
15,A,cloth stol busy,Annandale,VA,22003,38.832859,-77.238849,2009-6-15
15,A,tool stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,bicyc lawn mow hedg trim stol resid,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,televid stol church,Burke,VA,22015,38.794918,-77.279553,2009-6-15
15,A,comput suitcas cloth stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,licens plat stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,purs stol busy,Annandale,VA,22003,38.813443,-77.213952,2009-6-15
15,A,purs stol busy,Annandale,VA,22003,38.832921,-77.207775,2009-6-15
15,A,tool stol vehic,Annandale,VA,,38.831796,-77.195306,2009-6-15
15,A,laptop comput wallet stol vehic,Springfield,VA,22150,38.779203,-77.185848,2009-6-15
15,A,tool stol vehic,Burke,VA,22015,38.7933345,-77.2594028,2009-6-15
15,A,trash stol resid,Annandale,VA,,38.834455,-77.217878,2009-6-15
15,A,wallet stol vehic,Springfield,VA,22152,38.7875525,-77.2395197,2009-6-15
15,A,laptop comput stol vehic,Annandale,VA,22003,38.83937,-77.184866,2009-6-15
15,A,tir light stol vehic,Burke,VA,22015,38.800311,-77.274034,2009-6-15
15,A,wallet makeup bag stol vehic,Annandale,VA,,38.834455,-77.217878,2009-6-15
17,A,suzuk motorcyc,Annandale,VA,22003,38.8317189,-77.2173465,2009-6-15
17,A,hond accord,Annandale,VA,22003,38.829712,-77.2107752,2009-6-15
17,A,hond accord,Annandale,VA,22003,38.8286859,-77.2133649,2009-6-15
17,A,yamah motorcyc,Annandale,VA,22003,38.818033,-77.219451,2009-6-15
15,A,gps unit stol vehic,Herndon,VA,,38.969698,-77.385475,2009-6-15
15,A,beer stol busy,Chantilly,VA,,38.883607,-77.439755,2009-6-15
15,A,televid comput stol resid,Chantilly,VA,,38.877344,-77.408781,2009-6-15
15,A,watch stol busy,Chantilly,VA,,38.883607,-77.439755,2009-6-15
15,A,cellul phon stol busy,Herndon,VA,20171,38.948375,-77.419401,2009-6-15
15,A,alcohol stol resid,Chantilly,VA,,38.877344,-77.408781,2009-6-15
15,A,licens plat stol vehic,Chantilly,VA,20151,38.8925736,-77.4268235,2009-6-15
15,A,gps unit stol vehic,Chantilly,VA,,38.877344,-77.408781,2009-6-15
15,A,mailbox stol resid,Herndon,VA,,38.969627,-77.386159,2009-6-15
17,A,ford escort,Chantilly,VA,,38.877344,-77.408781,2009-6-15
17,A,hond crv,Chantilly,VA,,38.883607,-77.439755,2009-6-15
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,2009-6-22
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,2009-6-22
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,2009-6-22
5,A,man charg unlaw ent hom acquaint,Centreville,VA,20120,38.8397168,-77.4475867,2009-6-22
1,B,pol charg man malicy wound phys alterc anoth man,Chantilly,VA,20151,38.8875926,-77.4151633,2009-6-22
20,A,man victim attempt robbery wednesday july around,Alexandria,VA,22309,38.7244874,-77.1289237,2009-6-15
20,A,man rob sunday july are richmond highway,Alexandria,VA,,38.804565,-77.043079,2009-6-19
1,B,on sunday july around am wom jog behind bry adult altern,Alexandria,VA,22306,38.7637923,-77.077691,2009-6-19
5,A,pol respond burgl alarm act gucc stor loc leesburg pik,Great Falls,VA,22066,38.982272,-77.320774,2009-6-22
1,B,the victim shoot occur block lisl avenu tuesday july,Falls Church,VA,22043,38.913995,-77.208067,2009-6-22
15,A,wom purs stol sunday july the victim sit outsid,Merrifield,VA,,38.87359,-77.234719,2009-6-19
20,A,two men rob employ rit aid drug stor loc leesburg pik,Falls Church,VA,22041,38.8550959,-77.1379815,2009-6-22
20,A,wom rob thursday july around pm car,Falls Church,VA,,38.850345,-77.129859,2009-6-16
20,A,man stab acquaint friday july block annand road the,Alexandria,VA,22312,38.819071,-77.15714,2009-6-17
20,A,pol respond robbery block medford driv saturday july,Hinton,VA,,38.465858,-78.972194,2009-6-18
1,B,man arrest alterc acquaint sunday july the victim,Falls Church,VA,22041,38.85127,-77.1378522,2009-6-19
20,A,suntrust bank employ rob wednesday july around pm wom,Annandale,VA,,38.831796,-77.195306,2009-6-15
1,B,pol arrest man brief foot pursuit monday july an off stop vehic,Annandale,VA,,38.834455,-77.217878,2009-6-20
20,A,tuesday july man wear mask ent drug stor around am point,Annandale,VA,,38.834455,-77.217878,2009-6-21
1,B,pol investig sex assault led arrest man pol,Chantilly,VA,,38.883607,-77.439755,2009-6-22
1,B,boy arrest alleg touch wom inappropry,Chantilly,VA,,38.877344,-77.408781,2009-6-22
1,B,man arrest traff pursuit in off neighb,Chantilly,VA,,38.877344,-77.408781,2009-6-22
15,A,handgun magazin stol vehic,Centreville,VA,20120,38.8474012,-77.4112506,2009-6-22
15,A,wallet stol busy,Chantilly,VA,20151,38.8999517,-77.4462077,2009-6-22
15,A,bicyc stol resid,Centreville,VA,20120,38.8608759,-77.4529776,2009-6-22
15,A,lawn mow wee trim gas stol resid,Chantilly,VA,20151,38.886883,-77.42009,2009-6-22
15,A,camer stol vehic,Chantilly,VA,20151,38.883754,-77.419852,2009-6-22
15,A,dec flag stol resid,Clifton,VA,20124,38.8133882,-77.4269158,2009-6-22
15,A,golf club golf bal stol resid,Centreville,VA,,38.848484,-77.438927,2009-6-22
15,A,licens plat stol vehic,Centreville,VA,20120,38.842691,-77.469308,2009-6-22
15,A,gps unit money stol vehic,Centreville,VA,20120,38.870138,-77.447703,2009-6-22
15,A,catalys convert stol vehic,Chantilly,VA,20151,38.8868214,-77.434628,2009-6-22
15,A,wallet stol busy,Centreville,VA,20120,38.837014,-77.4716909,2009-6-22
17,A,acur rsx,Chantilly,VA,20151,38.8925738,-77.4268748,2009-6-22
17,A,toyot camry,Centreville,VA,,38.848484,-77.438927,2009-6-22
17,A,hond pilot,Centreville,VA,,38.848484,-77.438927,2009-6-22
15,A,navig system stol vehic,Alexandria,VA,22306,38.7582253,-77.079632,2009-6-22
15,A,scoot stol resid,Alexandria,VA,22309,38.718964,-77.100268,2009-6-22
15,A,wallet stol vehic,Alexandria,VA,22309,38.7048446,-77.1001784,2009-6-22
15,A,alcohol stol busy,Alexandria,VA,22309,38.730032,-77.111163,2009-6-22
15,A,licens plat stol vehic,Alexandria,VA,22308,38.727326,-77.054962,2009-6-22
15,A,tool stol vehic,Alexandria,VA,22306,38.7725847,-77.0937407,2009-6-22
15,A,stereo stol vehic,Alexandria,VA,22303,38.798186,-77.077782,2009-6-22
15,A,lug nut stol vehic,Alexandria,VA,22306,38.7460212,-77.094716,2009-6-22
15,A,firewood stol resid,Alexandria,VA,22308,38.7162581,-77.0654633,2009-6-22
15,A,bicyc skateboard stol resid,Alexandria,VA,22310,38.7874589,-77.0828186,2009-6-22
15,A,beer stol busy,Alexandria,VA,22309,38.7143546,-77.1312532,2009-6-22
15,A,jewelry stol resid,Alexandria,VA,22306,38.740798,-77.07388,2009-6-22
15,A,sunglass satellit radio stol vehic,Alexandria,VA,22303,38.7922773,-77.0573877,2009-6-22
