Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
15,A,on july pm victim cab driv report two juvenil mal fail pay far vienn metro stat mapl street the two claim would return money fail,Fairfax,VA,22030,38.843813,-77.315651,2008-6-6
15,A,the victim report sometim pm pm july unknown person stol bag contain person item the bag left unattend break room,Fairfax,VA,22031,38.8414298,-77.2730071,2008-6-7
1,B,on july pm off respond wendy subject yel screaming bang window when pol ar subject continu act disord curs off,Fairfax,VA,22031,38.8420738,-77.2779527,2008-6-6
15,A,sometim am july am july unknown person stol gps system vehic park front resid,Fairfax,VA,22030,38.8494585,-77.2943381,2008-6-10
1,B,the victim report sometim july july unknown person obtain credit card inform mad sev unauth purchas,Fairfax,VA,22030,38.843813,-77.315651,2008-6-14
15,A,the victim report sometim pm july am july unknown person stol two purs vehic park resid,Fairfax,VA,22030,38.846789,-77.297487,2008-6-14
1,B,sometim pm pm july unknown person scratched hood vehic park busy,Fairfax,VA,22030,38.8370315,-77.3120854,2008-6-11
15,A,the victim report sometim pm jun am jun unknown person stol wallet resta,Fairfax,VA,22030,38.8532011,-77.3212169,2008-6-14
1,B,on july am sec busy request pol assist patron disrupt insid bar whil off speak suspect becam disord beg curs off,Fairfax,VA,22030,38.848522,-77.309963,2008-6-12
1,B,at am july report unknown person remov flow fiv flow pot destroy,Fairfax,VA,22030,38.847098,-77.30629,2008-6-12
1,B,sometim pm july am july unknown person brok met object insid door knob on apart,Fairfax,VA,22030,38.851969,-77.316656,2008-6-11
5,A,sometim pm may pm july unknown person gain entry resid stol sev item the crimin investig divid investig cas,Fairfax,VA,22031,38.8650222,-77.2703526,2008-4-29
15,A,the victim report sometim tim pm pm july unknown person brok vehic stol sev item includ ipod gps system,Fairfax,VA,22031,38.8437482,-77.2810921,2008-6-14
15,A,on july pm resid report sometim am dat unknown person stol level nail gun sev spool elect wir driveway hom,Fairfax,VA,22030,38.8712942,-77.2925869,2008-6-18
15,A,on july am vehic own report sometim pm july am july unknown person stol ampl cur bracelet cds park vehic,Fairfax,VA,22031,38.8437848,-77.2849031,2008-6-19
1,B,on july pm post off report assault anoth post memb push set fil cabinet the victim requir med tre obtain assault war suspect,Fairfax,VA,22030,38.852261,-77.315531,2008-6-19
1,B,on july pm victim city fairfax resid husband wif report walk sag avenu group six mal subject approach surround them the group demand money on suspect produc handgun the mal victim flag pass mot whos cel phon us cal pol the suspect fled foot dur search are group fiv mal interceiv patrol off are mapl street leonard driv four subsequ ident suspect robbery attempt tak custody,Fairfax,VA,22030,38.8434,-77.300905,2008-6-19
1,B,on july am off dispatch report fight found sev subject involv argu esc fight on subject break front window resid throwing household item push on subject brok glass year old mal occup resid transport inov fairfax hospit tre lac,Fairfax,VA,22030,38.859173,-77.318706,2008-6-20
15,A,on july pm off man report sometim pm july pm july unknown person stol prescrib drug cash off,Fairfax,VA,22030,38.859961,-77.308248,2008-6-20
1,B,on july pm off respond report firework discharg heard loud mus screaming com back yard resid the person ident own resid refus init request turn mus ceas mak nois,Fairfax,VA,22030,38.8591685,-77.2987979,2008-6-20
15,A,on july pm vehic own report sometim pm july noon july unknown person remov licens plat rear park vehic,Fairfax,VA,22031,38.8462966,-77.2944637,2008-6-20
1,B,on july am resid report night eg thrown unknown person resid vehic park front,Fairfax,VA,22031,38.844456,-77.276763,2008-6-22
15,A,on july pm stor man report unknown mal subject ent stor stol bottl alcohol the suspect ran stor fled are vehic,Fairfax,VA,22030,38.8478515,-77.3018885,2008-6-23
1,B,on july am employ report subject tri pay check invalid check card tri fle prem apprehend employ,Fairfax,VA,22030,38.848522,-77.309963,2008-6-25
1,B,on july am off patrol observ vehic two brok window park lot the vehic own contact adv dam occur sometim park vehic july pm,Fairfax,VA,22031,0.0,0.0,2008-6-25
15,A,on july pm employ report unknown fem subject pump gas vehic left stat without pay,Fairfax,VA,22031,38.8645302,-77.2767687,2008-6-25
15,A,on july pm victim stat pm july accid left wallet basket stor subsequ tak unknown person,Fairfax,VA,22031,38.844311,-77.290216,2008-6-24
15,A,on july pm vehic own report sometim pm pm unknown person brok window park vehic stol laptop comput cas usb driv pap check,Fairfax,VA,22031,38.8641498,-77.2789729,2008-6-27
1,B,on july pm victim report soc sec numb us unknown person obtain satellit televid serv in philadelph may jun,Fairfax,VA,22030,38.857706,-77.322738,2008-6-28
15,A,on july am employ report sometim pm july unknown person brok window vehic left serv stol stereo,Fairfax,VA,22031,38.864223,-77.274456,2008-6-28
5,A,on july pm man report sometim am july am july unknown person brok num stor unit tak undetermin numb item the crimin investig divid investig cas,Fairfax,VA,22031,38.864933,-77.280694,2008-6-28
15,A,on july pm victim report sometim midnight pm unknown person tak cash debit card id tabl room sleep,Fairfax,VA,22031,38.8642653,-77.2791113,2008-6-27
15,A,on july am cit found purs lying ground block old lee highway us id found purs pol contact own stat app tak us comput libr ev july the item determin miss purs cellul phon,Fairfax,VA,22030,38.847088,-77.303593,2008-6-30
15,A,on july pm employ report mal subject left vehic repair july pres unsign check pay left busy the employ subsequ went subject resid unsign check subject took sign the employ sint un mak contact subject,Fairfax,VA,22031,38.8645302,-77.2767687,2008-6-30
15,A,on july pm vehic own report sometim pm pm unknown person tak gps unit windshield unlock park vehic,Fairfax,VA,22030,38.8573534,-77.3073679,
1,B,on july pm off dispatch report gunshot apart ceil wal investig rev subject drink discharg weapon attempt cle round ent adjac apart no on ind,Fairfax,VA,22031,38.8448338,-77.2885234,
15,A,on july pm victim report pm july unknown person tak wallet left ticket count the us on credit card contain mak unauth purchas,Fairfax,VA,22031,38.8418013,-77.2758766,
15,A,sometim pm july am august unknown person gain entry vehic break window agp system mount windshield stol the vehic park front resid,Fairfax,VA,22030,38.8597292,-77.3289637,
1,B,sometim pm july am august unknown person wrot graffit bathroom wal,Fairfax,VA,22030,38.8595271,-77.3037704,
1,B,on august pm victim report july list item sal craig list the purchas auth pay pal victim mail item buy the victim receiv pay buy,Fairfax,VA,22030,38.869287,-77.297288,2008-7-1
15,A,the victim report july am pm unknown person stol cellul phon,Fairfax,VA,22030,38.8455012,-77.3028062,2008-7-4
1,B,at am august off cal fair city mal man trespass prevy ban property,Fairfax,VA,22031,38.8418013,-77.2758766,2008-7-3
15,A,sometim pm august pm august unknown person stol two hubcap vehic park park lot apart complex,Fairfax,VA,22030,38.861816,-77.328554,2008-7-1
15,A,on august pm unknown person pump gasolin left without pay,Fairfax,VA,22031,38.843872,-77.290139,2008-7-2
5,A,sometim pm august pm august unknown person brok busy stol cop pip coil the crimin investig divid investig cas,Bristol,VA,24202,36.638289,-82.111351,2008-7-1
15,A,sometim am pm july unknown person stol tag motorcyc park front busy,Fairfax,VA,22031,38.8662242,-77.2812591,2008-6-28
15,A,sometim pm august am august unknown person ent unlock vehic stol ipod,Fairfax,VA,22030,38.8406041,-77.3127411,2008-7-3
1,B,at am august victim report custom ent stor becam upset knock display rack hold merchand the suspect left stor clerk follow him the suspect punch clerk fac left scen pri pol ar the clerk tre min injury the suspect describ whit mal short brown hair wear whit shirt he left scen smal black vehic the patrol divid investig cas,Fairfax,VA,22030,38.861958,-77.3267067,2008-7-5
15,A,on july am man report unident mal subject pump gasolin vehic left without pay,Bristol,VA,24202,36.6382828,-82.1113717,2008-6-26
1,B,on august am own busy report ear morn also morn august two employ ent resid without permit demand paycheck issu august mag issu war charg unlaw entry,Fairfax,VA,22030,38.854417,-77.3223203,2008-7-5
1,B,on july pm vehic own report sometim pm august am august unknown person thrown rock rear window vehic park driveway resid,Fairfax,VA,22031,38.850975,-77.292534,2008-6-5
15,A,at pm august victim driv tax yellow cab report pick passeng vienn metro stat drov fairfax city when suspect reach destin jump cab ran away without pay,Fairfax,VA,22030,38.8561774,-77.3322956,2008-7-6
1,B,the victim report sometim pm pm august unknown person punch hol four tir vehic park lot,Fairfax,VA,22031,38.8641711,-77.2787803,2008-7-7
1,B,on august am stor clerk report suspect ent stor produc handgun demand money when clerk respond didnt money suspect fled scen the clerk ind the crimin investig divid investig cas,Fairfax,VA,22030,38.854792,-77.31819,2008-7-7
1,B,august am off discov unknown person tun sev trash can flow pot,Fairfax,VA,22031,38.840935,-77.269236,2008-7-7
15,A,on august noon gen man report july prevy occas unknown person tak cub compress cardboard box intend recyc are near load dock,Fairfax,VA,22030,38.86327,-77.276957,2008-7-6
1,B,on august pm employ report febru march paty pres check pay serv clos account fail respond subsequ not,Fairfax,VA,22030,38.8484855,-77.3131713,2008-7-7
1,B,the man report july custom pres check pay vehic writ clos account the custom fail respond subsequ not the crimin investig divid investig cas,Fairfax,VA,22031,38.8645504,-77.2765768,2008-7-11
1,B,sometim am am august unknown person spray paint graffit sidewalk,Fairfax,VA,22030,38.842045,-77.309552,2008-7-7
15,A,the victim report sometim pm august am august unknown person ent unlock vehic stol wallet,Fairfax,VA,22030,38.855144,-77.291166,2008-7-11
15,A,sometim midnight pm august unknown person siphon gasolin pick truck,Fairfax,VA,22030,38.8428416,-77.3001803,2008-7-8
15,A,on august pm victim report roof contract hom repair stihl leaf blow stol,Fairfax,VA,22030,38.857706,-77.322738,2008-7-8
15,A,at pm august clerk report unknown mal ent stor took sod ran busy without pay,Fairfax,VA,22030,38.8587862,-77.3061941,2008-7-8
1,B,the victim report sometim july august unknown person scratched vehic sharp instru caus extend dam,Fairfax,VA,22030,38.8493586,-77.2955542,2008-7-11
1,B,off respond busy report assault the victim discov lying front stor multipl smal abras the victim appear involv assault transport hospit non lif threatening injury the crimin investig divid investig cas,Fairfax,VA,22030,38.8561774,-77.3322956,2008-7-11
1,B,sometim midnight am august unknown person us sharp tool scratch front hood rear hood four door employ vehic park lot it also report dam don refrig control box loc back company truck,Fairfax,VA,22030,38.8614336,-77.2969738,2008-7-10
20,A,the victim report pm august approach unknown mal demand giv wallet the victim gav suspect wallet suspect fled scen foot the suspect describ black mal wear black basebal cap twenty thirty year ag six feet tal weigh approxim two hundr pound the crimin investig divid investig cas,Fairfax,VA,22031,38.8416255,-77.2745188,2008-7-11
1,B,sometim am pm august unknown person brok rear window vehic park front resid,Fairfax,VA,22031,38.844456,-77.276763,2008-7-12
5,A,at am august off respond busy alarm it determin unknown person brok lock door ent busy the crimin investig divid investig cas,Fairfax,VA,22031,38.843114,-77.290567,2008-7-13
1,B,on august pm victim report sometim jun august room forg nam sev check cash them the crimin investig divid investig cas,Fairfax,VA,22030,38.862998,-77.321124,2008-7-14
15,A,sometim am pm august unknown person stol catalys convert vehic park lot,Fairfax,VA,22031,38.851773,-77.272966,2008-7-13
1,B,at pm august cit report man punch kick newspap bin loc bus stop front foxcroft condomin off loc suspect conduc interview subsequ led arrest,Fairfax,VA,22031,38.8650222,-77.2703526,2008-7-13
15,A,the victim report pm august unknown person stol back pack left unattend tabl,Fairfax,VA,22031,38.8437018,-77.2717209,2008-7-14
1,B,sometim am am august unknown person smash sev window vehic park lot,Fairfax,VA,22030,38.859305,-77.3073734,2008-7-16
15,A,sometim pm august am august unknown person stol gps system vehic park front resid the vehic left unlock,Fairfax,VA,22031,38.844456,-77.276763,2008-7-15
15,A,at pm august victim report unload truck left video gam equip unattend when return discov person unknown stol wii fit video gam three head har flashlight,Fairfax,VA,22030,38.8470467,-77.3060097,2008-7-18
1,B,on august am phys report pharmac cal ver prescrib cal pharm august someon claim doct the doct adv mad cal subsequ investig rev prescrib fil inform appear valid the individ ord prescrib pick ident,Fairfax,VA,22030,38.8561774,-77.3322956,2008-7-18
1,B,on august am off observ man alleyway behind busy ident person prevy warn return property,Fairfax,VA,22031-4032,38.841156,-77.270327,2008-7-19
15,A,sometim am august am august unknown person stol catalys convert vehic park lot,Fairfax,VA,22031,38.8445775,-77.2846928,2008-7-18
15,A,the victim report sometim pm pm august unknown person sol wallet,Fairfax,VA,22030,38.847088,-77.303593,2008-7-20
15,A,sometim pm pm august unknown person stol bicyc left unattend,Fairfax,VA,22030,38.861816,-77.328554,2008-7-19
1,B,the victim report sometim pm august pm august unknown person ent unlock vehic attempt ste it the vehic park front resid,Fairfax,VA,22030,38.8541149,-77.2935164,2008-7-21
15,A,sometim pm pm august unknown person stol purs left unattend shop cart,Fairfax,VA,22031,38.8414298,-77.2730071,2008-7-20
1,B,at am august off respond are report attempt robbery adjac are fairfax county learn year old fairfax are man assault ruby tuesday park lot city off search are loc suspect subsequ ident commit assault the,Fairfax,VA,22031,38.8650097,-77.2715218,2008-7-23
15,A,the victim report sometim am am august unknown person stol cel phon left unattend,Fairfax,VA,22030,38.8443743,-77.3076021,2008-7-25
15,A,sometim midnight am august unknown person brok window stol gps system vehic park front resid,Fairfax,VA,22031,38.8453835,-77.276071,2008-7-24
1,B,the fin off deal report decemb unknown person provid fraud inform purchas vehic the suspect fail respond subsequ not thi cas investig crimin investig divid,Fairfax,VA,22030,38.8556719,-77.3313421,2008-7-26
20,A,at am august off respond are report robbery the victim walk toward bank facil approach behind knock ground the suspect grab pouch contain undisclos amount cash fled foot the suspect describ black mal fiv feet fiv inch height med build short hair wear darkcol shirt jean no weapon display victim transport med facil tre min injury releas,Fairfax,VA,22030,38.842904,-77.307491,2008-7-25
1,B,the fin off deal report novemb unknown person provid fraud inform purchas vehic the suspect fail respond subsequ not thi cas investig crimin investig divid,Fairfax,VA,22030,38.8556719,-77.3313421,2008-7-26
1,B,the victim report pm august unknown person brok window vehic,Fairfax,VA,22030,38.8542779,-77.3180405,2008-7-27
15,A,sometim pm august pm august unknown person gain entry vehic stol wallet the vehic left busy repair,Fincastle,VA,24090,37.4692184,-79.8022946,2008-7-17
1,B,the property man report pm pm august unknown person dam handicap ramp rail,Fairfax,VA,22030,38.848876,-77.305074,2008-7-27
5,A,on august victim report sometim pm pm august unknown person ent op gar stol golf bag golf equip,Fairfax,VA,22030,38.838118,-77.316903,2008-7-26
15,A,at pm august two suspect ent busy attempt ste alcohol the clerk confront suspect suspect ran stor the clerk gav chas on suspect apprehend off interview suspect discov intox,Fairfax,VA,22030,38.8621228,-77.294017,2008-7-25
1,B,on august pm employ report four fem subject observ put merchand gift bag leav stor on bag rip op spil cont anoth bag recov employ confront suspect the cont also includ merchand app tak two nearby stor the patrol divid investig cas,Fairfax,VA,22031,38.8418013,-77.2758766,2008-7-24
15,A,on august am employ report sometim pm august am august unknown person stol four wheel vehic park fent are await body work repair,Fairfax,VA,22030,38.8574992,-77.3098196,2008-7-27
1,B,on august pm vehic own report sometim pm pm unknown person us unknown object smash window park vehic,Fairfax,VA,22030,38.8484896,-77.3028753,2008-7-27
1,B,on august pm resid report pm on balcony window shat pellet bb shot unknown person,Fairfax,VA,22031,38.8650222,-77.2703526,2008-7-26
15,A,on august am vehic own report sometim pm august am august unknown person brok window park vehic tak ipod charg,Fairfax,VA,22030,38.847634,-77.329766,2008-7-28
1,B,the victim report am pm august approach man wom attempt obtain money tel possess win lottery ticket the victim giv suspect money the first suspect describ hisp fem brown hair fiv feet height weigh pound the second suspect describ hisp mal brown hair fiv feet fiv inch height weigh pound the vehic involv larg whit passeng van appear new condit,Fairfax,VA,22031,38.8418013,-77.2758766,2008-8-2
1,B,sometim pm august pm august unknown person ent unlock vehic brok rear view mir,Fairfax,VA,22030,38.8627963,-77.3290201,2008-7-29
15,A,on august pm victim report unknown person stol purs the purs lat loc near dumpst behind busy cellul phon credit card miss purs,Fairfax,VA,22030,38.8518129,-77.3218215,2008-7-30
15,A,on august pm victim report pay merchand left cart unattend unknown person stol grocery,Fairfax,VA,22030,38.8549589,-77.3162999,2008-7-30
15,A,the victim report sometim pm august am august unknown person stol purs left unattend,Fairfax,VA,22030,38.862001,-77.276275,2008-8-2
1,B,at pm august man seen break window bang window urg car cent pol ar interview suspect determin man intox,Fairfax,VA,22030,38.8374431,-77.3121592,2008-7-31
15,A,the victim report sometim may septemb unknown person stol valu item resid the patrol divid investig cas,Fairfax,VA,22032,38.843504,-77.294246,2008-8-3
1,B,on septemb pm property man report sometim pm august am august unknown person cut six plant,Fairfax,VA,22031,38.8648276,-77.2728684,2008-8-2
12,A,on septemb pm man report jun august form employ acceiv deposit custom vehic sold retain money rath turn deal the crimin investig divid investig cas,Fairfax,VA,22030,38.8588792,-77.3059318,2008-8-4
15,A,on septemb pm victim report sometim pm pm play socc unknown person tak property includ cash credit card cel phon unattend gym bag,Fairfax,VA,22030,38.859188,-77.328135,2008-8-4
15,A,the victim report am am septemb unknown person brok lock stol wallet,Fairfax,VA,22031,38.8415992,-77.2743159,2008-8-8
1,B,sometim pm pm septemb man brok window park vehic lean insid vehic confront two wit the man got vehic fled scen pri pol ar the patrol divid investig cas,Fairfax,VA,22030,38.862001,-77.276275,2008-8-5
1,B,the victim report sometim pm pm septemb unknown person us sharp tool mak num scratches vehic,,VA,,38.851101,-77.301781,2008-8-8
15,A,the stor clerk report pm septemb man ent stor took alcohol left without pay the clerk provid describ suspect off apprehend suspect nearby,Fairfax,VA,22030,38.863664,-77.276409,2008-8-8
15,A,the victim report sometim pm septemb pm septemb unknown person stol credit card mad unauth purchas the crimin investig divid investig cas,Fairfax,VA,22031,38.842514,-77.273057,2008-8-8
15,A,sometim am pm septemb unknown person stol silv blu mountain bik park gar,Fairfax,VA,22030,38.847782,-77.305137,2008-8-5
1,B,sometim pm septemb am septemb unknown person us sharp object punct tir vehic park lot,Fairfax,VA,22030,38.865412,-77.293196,2008-8-6
15,A,the victim report sometim pm pm septemb unknown person gain entry lock stol car key the suspect loc vehic park lot gain entry car stol purs the patrol divid investig cas,Fairfax,VA,22031,38.8415992,-77.2743159,2008-8-9
15,A,sometim pm septemb pm septemb unknown person stol catalys convert vehic park lot,Fairfax,VA,22031,38.865789,-77.275153,2008-8-2
1,B,on septemb victim report sometim pm septemb am septemb unknown person us sharp tool punct tir vehic,Fairfax,VA,22030,38.8500937,-77.2994105,2008-8-9
1,B,sometim am pm septemb unknown person us sharp tool punct tir two vehic park lot,Fairfax,VA,22030,38.8595271,-77.3037704,2008-8-8
15,A,the stor man report july septemb unknown person stol wor bread tray pallet rear load dock,Fairfax,VA,22031,38.8414298,-77.2730071,2008-8-11
15,A,at am septemb unknown mal ent stor reach count stol two mad video gam the patrol divid investig cas,Fairfax,VA,22030,38.848591,-77.305056,2008-8-10
15,A,the clerk report am septemb unknown mal ent stor stol alcohol,Fairfax,VA,22030,38.854792,-77.31819,2008-8-11
15,A,on septemb pm victim report septemb pm pm unknown person stol laptop comput left unattend cart load item stor room car,Fairfax,VA,22031,38.864933,-77.280694,2008-8-10
15,A,on septemb pm branch man report septemb noon pm unknown suspect stol estim book libr an unknown fem subject observ remov bar cod book plac bag,Fairfax,VA,22030,38.847088,-77.303593,2008-8-10
1,B,on septemb pm vehic own report sometim pm septemb unknown person brok window park vehic,Fairfax,VA,22030,38.849277,-77.305111,2008-8-10
5,A,on septemb pm resid report sometim pm pm dat unknown person ent resid stol watch jewelry handgun,Fairfax,VA,22030,38.8582303,-77.314021,2008-8-11
1,B,the victim report sometim pm septemb am septemb unknown person vand vehic spray paint,Fairfax,VA,22031,38.844456,-77.276763,2008-8-15
15,A,sometim pm septemb am septemb unknown person gain entry van stol sev tool the van left lot serv,Fairfax,VA,22031,38.8647177,-77.2740585,2008-8-11
15,A,the victim report sometim ev hour septemb unknown person stol wallet,Fairfax,VA,22030,38.8493759,-77.3233166,2008-8-15
20,A,the victim report stand front resid am septemb unknown man approach gun demand money the victim told suspect sev tim money the suspect took victim cellul phon fled foot the crimin investig divid investig cas,Fairfax,VA,22030,38.860501,-77.328592,2008-8-15
15,A,the victim report sometim am am septemb unknown person stol wallet left unattend,Fairfax,VA,22030,38.863664,-77.276409,2008-8-16
15,A,the stor man report pm septemb unknown man ent stor stol alcohol man provid describ suspect off loc nearby,Fairfax,VA,22030,38.863664,-77.276409,2008-8-17
1,B,on septemb am victim report august unknown person obtain credit card inform attempt mak unauth purchas,Fairfax,VA,22030,38.860765,-77.281104,2008-8-16
12,A,at pm septemb loss prev man report employ mak fraud transact jun august,Fairfax,VA,22030,38.862127,-77.275034,2008-8-16
12,A,at pm septemb loss prev man report employ mak fraud transact jun septemb,Fairfax,VA,22030,38.862127,-77.275034,2008-8-16
5,A,the victim report am pm septemb unknown person brok hom the crimin investig divid investig cas,Fairfax,VA,22030,38.865412,-77.293196,2008-8-19
15,A,an employ report am pm septemb unknown person stol wallet left unattend,Fairfax,VA,22030,38.863678,-77.275318,2008-8-19
5,A,the victim report sometim am pm septemb unknown person brok hom the crimin investig divid investig cas,Fairfax,VA,22030,38.8436782,-77.3031094,2008-8-19
15,A,at am septemb man report unknown person brok shed stol four tir the crimin investig divid investig cas,Fairfax,VA,22030,38.8595271,-77.3037704,2008-8-17
5,A,sometim pm pm septemb unknown person brok hom stol sev item the crimin investig divid investig cas,Fairfax,VA,22031,38.8437482,-77.2810921,2008-8-18
15,A,the victim report sometim pm septemb pm septemb unknown person stol presid candid yard sign,Fairfax,VA,22030,38.8675,-77.297912,2008-8-19
15,A,at pm man report august august unknown person stol num temp tag deal,Fairfax,VA,22030,38.852947,-77.3242455,2008-8-22
1,B,sometim pm septemb am septemb unknown person us sharp instru put scratches door eight car park lot,Fairfax,VA,22030,38.8635869,-77.2849885,2008-8-18
15,A,the victim report sometim pm pm septemb unknown person stol wallet left unattend,Fairfax,VA,22030,38.862127,-77.275034,2008-8-22
1,B,sometim pm septemb am septemb unknown person us sharp instru scratch vehic park lot,Fairfax,VA,22031,38.8650222,-77.2703526,2008-8-18
1,B,the victim report sometim pm septemb am septemb unknown person us sharp instru scratch door vehic,Fairfax,VA,22030,38.866636,-77.285392,2008-8-22
15,A,the victim report sometim pm pm septemb unknown person stol pac spee bik left unattend,Fairfax,VA,22030,38.8604585,-77.3014228,2008-8-22
15,A,the victim report pm septemb unknown person stol cellul phon left unattend,Fairfax,VA,22031,38.8415992,-77.2743159,2008-8-22
15,A,an employ stor report man left stor food pay for the employ confront suspect park lot detain pol ar,Fairfax,VA,22030,38.8561774,-77.3322956,2008-8-22
15,A,the victim report pm septemb unknown person stol purs left unattend shop cart,Fairfax,VA,22031,38.8416255,-77.2745188,2008-8-22
15,A,the victim report pm septemb am septemb unknown person gain entry pool are stol kemp jack ham dewalt am fm radio dewalt battery,Fairfax,VA,22030,38.870012,-77.296781,2008-8-23
